Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
202,Landry Shamet,28,NYK,SG,45,11,23.1,3.2,7.3,.442,2.1,5.4,.390,1.2,2.0,.584,.585,1.2,1.6,.726,0.4,1.4,1.8,1.5,0.6,0.2,0.6,1.6,9.8,,shamela01
203,Aaron Wiggins,27,OKC,SG,54,18,22.7,3.7,8.6,.429,1.5,4.4,.349,2.2,4.2,.511,.517,0.9,1.3,.735,0.7,2.6,3.3,1.8,0.9,0.5,1.3,1.4,9.8,,wiggiaa01
204,Kevin Huerter,27,2TM,SF,57,11,22.0,3.7,8.4,.444,1.4,4.7,.295,2.4,3.7,.632,.526,0.8,1.1,.758,0.5,3.0,3.5,2.5,0.8,0.6,1.0,1.8,9.7,,huertke01
204,Kevin Huerter,27,CHI,SF,44,11,23.6,4.2,9.2,.455,1.6,5.1,.314,2.6,4.1,.630,.542,0.9,1.3,.732,0.5,3.3,3.8,2.6,0.8,0.6,1.1,1.9,10.9,,huertke01
204,Kevin Huerter,27,DET,SG,13,0,16.8,2.2,5.8,.382,0.7,3.5,.200,1.5,2.4,.645,.441,0.5,0.5,1.000,0.5,2.0,2.5,1.8,0.6,0.5,0.5,1.2,5.6,,huertke01
205,Zach Collins,28,CHI,C,10,0,18.4,3.7,6.4,.578,0.9,2.1,.429,2.8,4.3,.651,.648,1.4,2.0,.700,1.6,4.0,5.6,1.5,0.2,0.4,1.0,1.8,9.7,,colliza01
206,A.J. Green,26,MIL,SG,64,59,29.0,3.2,7.6,.418,2.8,6.9,.408,0.4,0.7,.511,.602,0.5,0.7,.810,0.3,2.2,2.5,1.9,0.5,0.1,0.9,2.3,9.7,,greenaj01
207,Isaiah Hartenstein,27,OKC,C,38,37,25.0,4.1,6.6,.624,0.0,0.2,.000,4.1,6.4,.639,.624,1.5,2.4,.609,3.1,6.1,9.2,3.6,0.9,0.8,1.8,2.7,9.7,,harteis01
208,Jordan Miller,26,LAC,SF,47,0,21.3,3.4,6.4,.530,0.6,1.8,.337,2.8,4.7,.603,.576,2.3,2.9,.785,0.9,2.1,3.0,2.1,0.7,0.2,1.1,1.0,9.7,,millejo02
209,Ziaire Williams,24,BRK,SF,48,7,22.8,3.1,7.4,.419,1.6,4.8,.336,1.5,2.6,.567,.527,1.9,2.1,.873,0.6,1.8,2.4,1.0,1.2,0.4,1.0,2.0,9.7,,willizi02
210,Tristan Da Silva,24,ORL,SF,63,26,24.4,3.6,8.0,.444,1.6,4.2,.382,2.0,3.8,.513,.544,0.8,0.9,.881,0.8,3.0,3.8,1.5,0.9,0.3,0.9,1.5,9.6,,dasiltr01
211,Marcus Smart,31,LAL,SG,57,50,28.6,3.2,7.9,.404,1.6,4.8,.342,1.5,3.0,.503,.509,1.6,2.0,.807,0.6,2.2,2.8,2.8,1.4,0.4,1.5,2.6,9.6,,smartma01
212,Corey Kispert,26,2TM,SF,47,9,19.6,3.3,7.0,.467,1.5,4.2,.362,1.8,2.9,.619,.574,1.4,1.7,.840,0.4,2.0,2.4,1.7,0.3,0.1,0.8,1.0,9.5,,kispeco01
212,Corey Kispert,26,WAS,SF,19,2,19.5,3.1,6.3,.496,1.6,4.0,.395,1.5,2.3,.674,.622,1.4,1.8,.765,0.3,2.0,2.3,1.7,0.4,0.2,0.7,1.1,9.2,,kispeco01
212,Corey Kispert,26,ATL,SF,28,7,19.6,3.4,7.5,.450,1.5,4.3,.342,1.9,3.3,.593,.547,1.5,1.7,.894,0.5,1.9,2.5,1.7,0.2,0.1,0.8,1.0,9.8,,kispeco01
213,Jay Huff,27,IND,C,69,41,20.7,3.5,7.4,.469,1.4,4.6,.310,2.0,2.8,.731,.565,1.0,1.2,.826,0.9,2.9,3.8,1.3,0.5,1.9,0.9,2.3,9.4,,huffja01
214,T.J. McConnell,33,IND,PG,50,3,17.2,4.3,8.2,.524,0.3,0.9,.295,4.1,7.4,.552,.540,0.4,0.5,.880,0.4,1.8,2.2,5.0,1.0,0.2,1.2,1.2,9.3,,mccontj01
215,Precious Achiuwa,26,SAC,C,62,46,22.9,4.0,7.5,.530,0.4,1.3,.325,3.5,6.2,.573,.558,0.9,1.5,.576,2.2,4.2,6.3,1.3,0.9,0.7,0.7,1.7,9.2,,achiupr01
216,Sam Hauser,28,BOS,PF,65,37,24.7,3.2,7.9,.408,2.6,6.7,.386,0.6,1.2,.532,.572,0.2,0.2,.929,0.8,3.2,3.9,1.5,0.6,0.3,0.5,1.5,9.2,,hausesa01
217,Julian Reese,22,WAS,PF,5,4,29.6,3.2,5.4,.593,0.0,0.0,,3.2,5.4,.593,.593,2.8,3.6,.778,3.8,5.6,9.4,1.8,1.0,0.4,2.4,4.2,9.2,,reeseju01
218,Cam Whitmore,21,WAS,SF,21,0,16.9,3.7,8.0,.456,0.8,2.7,.286,2.9,5.4,.540,.503,1.1,1.5,.742,0.9,1.9,2.8,0.7,0.7,0.4,0.9,1.2,9.2,,whitmca01
219,MarJon Beauchamp,25,PHI,SF,7,0,17.1,3.1,6.4,.489,1.6,3.9,.407,1.6,2.6,.611,.611,1.3,1.6,.818,0.3,2.6,2.9,1.3,1.0,0.4,1.0,1.0,9.1,,beaucma01
220,Blake Hinson,26,UTA,SF,9,1,20.2,3.2,6.7,.483,2.3,5.0,.467,0.9,1.7,.533,.658,0.3,0.7,.500,0.8,1.6,2.3,0.8,0.1,0.1,0.2,1.8,9.1,,hinsobl01
221,Svi Mykhailiuk,28,UTA,SF,48,41,23.4,3.4,7.1,.478,1.9,4.6,.403,1.5,2.5,.619,.609,0.5,0.6,.893,0.7,1.8,2.5,1.9,0.5,0.1,0.8,1.3,9.1,,mykhasv01
222,Jordan Clarkson,33,NYK,SG,60,1,18.0,3.4,7.6,.444,1.2,3.4,.337,2.2,4.2,.532,.520,1.1,1.4,.802,0.8,0.9,1.7,1.3,0.4,0.2,1.0,1.7,9.0,,clarkjo01
223,Daniel Gafford,27,DAL,C,48,38,21.7,3.6,5.5,.647,0.0,0.0,,3.6,5.5,.647,.647,1.8,2.5,.725,2.4,4.5,6.8,1.0,0.8,1.3,1.3,2.6,9.0,,gaffoda01
224,Herbert Jones,27,NOP,SF,46,46,29.0,3.3,8.7,.383,1.3,4.6,.294,2.0,4.1,.484,.461,1.0,1.2,.804,0.9,2.7,3.6,2.8,1.7,0.5,1.3,3.2,9.0,,joneshe01
225,Isaac Okoro,25,CHI,SG,55,55,26.9,3.2,7.2,.449,1.1,3.5,.326,2.1,3.7,.563,.528,1.4,1.8,.796,1.1,1.6,2.7,1.6,0.7,0.4,0.7,2.5,9.0,,okorois01
226,Micah Potter,27,IND,C,35,3,18.6,2.9,5.9,.498,1.4,3.5,.405,1.5,2.4,.631,.617,1.8,2.0,.886,1.1,3.3,4.5,1.4,0.5,0.3,0.9,1.7,9.0,,pottemi01
227,Danny Wolf,21,BRK,PF,54,12,20.9,3.1,7.7,.406,1.2,3.7,.323,1.9,4.0,.484,.484,1.5,1.9,.781,1.1,3.9,4.9,2.3,0.5,0.6,1.3,2.2,9.0,,wolfda01
228,Davion Mitchell,27,MIA,PG,58,58,28.2,3.5,7.3,.479,1.2,3.0,.410,2.3,4.4,.526,.562,0.7,1.0,.684,0.4,2.2,2.7,6.6,1.0,0.2,1.5,2.7,8.9,,mitchda01
229,Javon Small,23,MEM,PG,32,5,19.0,2.9,6.5,.445,1.3,3.1,.424,1.6,3.4,.464,.545,1.8,2.1,.838,0.8,2.2,3.0,3.8,0.8,0.3,1.2,1.4,8.9,,smallja01
230,Obi Toppin,27,IND,PF,12,3,16.5,3.0,6.9,.434,1.2,4.1,.286,1.8,2.8,.647,.518,1.8,2.1,.840,0.5,3.8,4.3,1.8,0.5,0.0,0.9,1.4,8.9,,toppiob01
231,Will Riley,19,WAS,SF,60,9,19.8,3.1,7.1,.437,1.0,2.8,.335,2.2,4.3,.504,.504,1.7,2.1,.780,0.8,1.8,2.6,1.7,0.6,0.1,1.1,1.1,8.8,,rileywi01
232,Jordan Goodwin,27,PHO,PG,59,4,22.1,3.3,8.0,.410,1.5,4.3,.355,1.8,3.8,.473,.504,0.6,0.8,.708,1.9,2.8,4.7,2.2,1.4,0.2,0.9,1.9,8.7,,goodwjo01
233,Jake LaRavia,24,LAL,PF,68,33,25.1,3.1,6.7,.457,1.0,3.2,.316,2.1,3.5,.583,.532,1.6,2.1,.764,1.5,2.4,3.9,1.9,1.2,0.4,1.1,2.2,8.7,,laravja01
234,Day'Ron Sharpe,24,BRK,C,62,7,18.7,3.5,5.7,.601,0.1,0.6,.231,3.3,5.1,.647,.614,1.7,2.5,.678,2.8,3.9,6.7,2.3,1.1,0.4,1.7,2.4,8.7,,sharpda01
235,Cason Wallace,22,OKC,SG,66,54,27.2,3.3,7.8,.425,1.3,3.8,.340,2.0,4.0,.506,.508,0.7,0.9,.800,0.8,2.3,3.2,2.7,2.0,0.3,1.0,2.0,8.7,,wallaca01
236,Vít Krejčí,25,2TM,PG,64,8,21.7,3.0,6.7,.448,2.0,5.1,.391,1.0,1.5,.636,.599,0.6,0.8,.745,0.5,1.8,2.3,1.6,0.7,0.3,0.6,2.1,8.6,,krejcvi01
236,Vít Krejčí,25,ATL,PG,46,8,22.3,3.1,6.7,.464,2.2,5.2,.423,0.9,1.5,.609,.628,0.6,0.8,.750,0.4,1.7,2.1,1.5,0.8,0.3,0.7,2.3,9.0,,krejcvi01
236,Vít Krejčí,25,POR,PG,18,0,19.9,2.7,6.6,.407,1.5,4.9,.307,1.2,1.7,.700,.521,0.6,0.8,.733,0.7,2.2,2.8,1.8,0.6,0.3,0.6,1.6,7.4,,krejcvi01
237,Daeqwon Plowden,27,SAC,SG,21,2,24.5,3.0,7.6,.396,1.4,4.9,.294,1.6,2.7,.579,.491,1.2,1.4,.833,1.1,2.1,3.2,1.1,0.7,0.2,0.6,2.1,8.6,,plowdda01
238,Jaden Ivey,23,2TM,SG,37,5,18.1,3.1,6.9,.445,1.4,3.6,.373,1.7,3.3,.525,.543,1.0,1.3,.809,0.6,1.8,2.5,1.8,0.6,0.4,1.1,1.4,8.5,,iveyja01
238,Jaden Ivey,23,DET,SG,33,2,16.8,3.0,6.7,.450,1.3,3.4,.372,1.7,3.2,.533,.545,0.9,1.2,.789,0.6,1.6,2.2,1.6,0.5,0.4,1.1,1.3,8.2,,iveyja01
238,Jaden Ivey,23,CHI,SG,4,3,28.8,3.8,9.0,.417,2.0,5.3,.381,1.8,3.8,.467,.528,2.0,2.3,.889,1.3,3.5,4.8,4.0,2.0,0.5,1.5,2.3,11.5,,iveyja01
239,Luguentz Dort,26,OKC,SF,58,58,27.8,2.9,7.9,.374,1.8,5.6,.330,1.1,2.3,.481,.491,0.7,1.0,.750,0.8,2.9,3.8,1.3,0.8,0.4,0.8,2.8,8.5,,dortlu01
240,Simone Fontecchio,30,MIA,SF,61,5,17.0,2.7,6.9,.394,1.7,4.8,.357,1.0,2.1,.480,.519,1.3,1.5,.840,0.8,2.3,3.1,1.4,0.5,0.1,0.7,1.5,8.5,,fontesi01
241,Draymond Green,35,GSW,PF,55,55,27.1,3.1,7.5,.415,1.5,4.7,.328,1.6,2.8,.558,.517,0.8,1.1,.698,0.8,4.8,5.6,5.3,0.8,0.6,2.6,2.9,8.5,,greendr01
242,Ron Holland,20,DET,SF,64,5,20.3,3.1,7.1,.436,0.6,2.6,.228,2.5,4.5,.557,.478,1.7,2.1,.822,1.2,3.1,4.3,1.3,1.2,0.3,1.3,2.3,8.5,,hollaro01
243,Quenton Jackson,27,IND,PG,37,10,17.4,2.8,6.2,.461,0.9,2.5,.370,1.9,3.7,.522,.535,1.9,2.4,.807,0.6,1.7,2.2,2.4,0.5,0.2,1.2,1.7,8.5,,jacksqu01
244,Olivier-Maxence Prosper,23,MEM,PF,43,14,17.4,3.1,5.8,.532,1.0,2.4,.394,2.1,3.4,.630,.614,1.3,1.7,.773,1.0,2.3,3.3,1.0,0.6,0.3,0.9,1.4,8.5,,prospol01
245,Kentavious Caldwell-Pope,32,MEM,SG,51,14,21.3,2.9,7.2,.410,1.1,3.4,.316,1.9,3.8,.495,.485,1.4,1.6,.913,0.4,2.1,2.5,2.7,0.8,0.2,1.2,1.1,8.4,,caldwke01
246,Justin Champagnie,24,WAS,SF,60,16,19.5,3.2,6.3,.511,0.7,2.3,.326,2.5,4.1,.613,.569,1.2,1.5,.783,2.1,3.5,5.6,1.1,0.9,0.6,0.7,1.6,8.4,,champju01
247,Jonas Valančiūnas,33,DEN,C,57,5,13.5,3.3,5.8,.572,0.1,0.4,.300,3.2,5.5,.590,.581,1.6,2.1,.769,1.5,3.4,4.9,1.2,0.2,0.5,1.1,2.1,8.4,,valanjo01
248,Tristan Vukcevic,22,WAS,C,43,8,13.3,2.9,6.2,.475,0.9,2.7,.322,2.1,3.5,.593,.545,1.7,2.1,.789,0.6,2.3,3.0,1.2,0.4,0.7,1.2,1.4,8.4,,vukcetr01
249,Jaden Hardy,23,2TM,SG,47,4,14.6,2.9,6.9,.415,1.5,4.1,.377,1.3,2.8,.470,.526,1.0,1.3,.778,0.3,1.2,1.5,0.9,0.3,0.1,1.0,1.4,8.3,,hardyja02
249,Jaden Hardy,23,DAL,SG,34,4,12.6,2.3,5.7,.402,1.4,3.6,.371,0.9,2.1,.457,.521,0.9,1.2,.775,0.3,1.1,1.4,0.9,0.3,0.1,0.8,1.1,6.9,,hardyja02
249,Jaden Hardy,23,WAS,SG,13,0,19.7,4.3,9.9,.434,2.0,5.2,.388,2.3,4.8,.484,.535,1.4,1.8,.783,0.2,1.7,1.9,0.8,0.4,0.2,1.6,2.0,12.0,,hardyja02
250,Al Horford,39,GSW,C,43,12,21.7,3.1,7.2,.424,1.7,4.6,.360,1.4,2.7,.535,.539,0.5,0.6,.846,1.0,4.0,5.0,2.6,0.7,1.2,1.0,1.2,8.3,,horfoal01
251,Kadary Richmond,24,WAS,SG,3,0,22.3,3.3,5.3,.625,0.7,1.3,.500,2.7,4.0,.667,.688,1.0,1.0,1.000,0.3,3.0,3.3,2.7,2.7,0.3,0.7,0.7,8.3,,richmka01
252,Luke Kennard,29,2TM,SG,64,1,21.0,3.0,5.5,.544,1.6,3.2,.483,1.4,2.3,.632,.687,0.7,0.8,.917,0.4,1.8,2.2,2.0,0.7,0.1,0.7,1.3,8.2,,kennalu01
252,Luke Kennard,29,ATL,SG,46,0,20.5,2.8,5.2,.538,1.6,3.2,.497,1.2,2.0,.604,.692,0.7,0.8,.914,0.4,1.7,2.2,2.1,0.7,0.1,0.7,1.2,7.9,,kennalu01
252,Luke Kennard,29,LAL,SG,18,1,22.1,3.4,6.2,.559,1.4,3.2,.448,2.0,2.9,.679,.676,0.7,0.7,.923,0.3,1.9,2.2,1.9,0.6,0.2,0.8,1.6,9.0,,kennalu01
253,Dominick Barlow,22,PHI,PF,58,51,24.4,3.3,6.1,.538,0.4,1.3,.269,2.9,4.7,.615,.568,1.4,1.9,.712,1.9,2.8,4.7,1.2,0.9,0.7,0.9,2.1,8.2,,barlodo01
254,Bradley Beal,32,LAC,SG,6,6,20.2,3.0,8.0,.375,1.2,3.2,.368,1.8,4.8,.379,.448,1.0,1.3,.750,0.3,0.5,0.8,1.7,0.5,0.0,1.5,2.3,8.2,,bealbr01
255,Nolan Traoré,19,BRK,PG,45,22,22.0,3.0,7.8,.385,1.0,3.0,.331,2.0,4.9,.418,.448,1.1,1.5,.761,0.3,1.3,1.6,3.6,0.6,0.3,2.1,2.0,8.2,,traorno01
256,Moussa Diabaté,24,CHO,C,61,35,25.9,3.2,5.1,.621,0.0,0.0,.500,3.2,5.1,.622,.623,1.7,2.5,.669,3.8,5.0,8.7,1.9,0.8,1.0,0.9,2.4,8.1,,diabamo01
257,Bryce McGowens,23,NOP,SG,42,13,21.0,2.7,5.6,.481,0.9,2.2,.409,1.8,3.4,.528,.561,1.8,2.3,.779,0.3,1.8,2.1,1.5,0.6,0.2,0.4,2.1,8.1,,mcgowbr01
258,Gui Santos,23,GSW,PF,57,21,18.8,3.1,6.0,.506,1.1,3.1,.362,1.9,2.9,.659,.599,0.8,1.2,.686,1.1,2.6,3.7,2.1,0.8,0.4,1.3,1.9,8.1,,santogu01
259,Jared McCain,21,2TM,SG,54,1,17.2,2.9,6.9,.416,1.5,3.7,.400,1.4,3.2,.434,.523,0.8,0.9,.894,0.3,1.8,2.1,1.4,0.6,0.0,0.9,1.2,8.0,,mccaija01
259,Jared McCain,21,PHI,SG,37,1,16.8,2.4,6.2,.385,1.2,3.2,.378,1.2,3.0,.393,.483,0.6,0.7,.880,0.2,1.9,2.0,1.7,0.6,0.1,0.8,1.2,6.6,,mccaija01
259,Jared McCain,21,OKC,SG,17,0,18.2,3.9,8.5,.465,2.1,4.8,.432,1.9,3.7,.508,.587,1.2,1.3,.909,0.6,1.6,2.3,0.8,0.6,0.0,0.9,1.4,11.1,,mccaija01
260,Buddy Hield,33,2TM,SG,45,3,17.2,2.9,6.7,.432,1.5,4.4,.342,1.4,2.3,.600,.543,0.6,0.8,.794,0.6,1.8,2.4,1.5,0.8,0.2,1.0,1.2,7.9,,hieldbu01
260,Buddy Hield,33,GSW,SG,44,3,17.5,3.0,6.8,.433,1.5,4.4,.344,1.4,2.4,.600,.545,0.6,0.8,.794,0.6,1.9,2.5,1.5,0.8,0.2,1.0,1.3,8.0,,hieldbu01
260,Buddy Hield,33,ATL,SG,1,0,5.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,hieldbu01
261,Ryan Kalkbrenner,24,CHO,C,56,30,21.9,3.3,4.5,.741,0.0,0.1,.000,3.3,4.4,.753,.741,1.2,1.8,.673,2.6,3.2,5.8,0.8,0.5,1.5,0.9,1.5,7.9,,kalkbry01
262,Nique Clifford,23,SAC,SG,66,20,23.8,3.0,7.3,.408,1.0,2.9,.328,2.0,4.4,.461,.473,0.8,1.2,.697,0.9,2.7,3.6,2.1,0.9,0.3,1.3,2.1,7.8,,cliffni01
263,Collin Murray-Boyles,20,TOR,PF,47,22,22.3,3.2,5.8,.557,0.4,1.0,.354,2.9,4.7,.601,.589,1.0,1.5,.653,2.4,2.5,5.0,2.0,0.9,0.9,1.1,2.5,7.8,,murraco01
264,Quinten Post,25,GSW,PF,64,34,17.5,2.9,6.7,.439,1.4,4.2,.333,1.5,2.5,.620,.544,0.5,0.6,.805,1.0,3.0,4.0,1.4,0.4,0.5,0.9,1.9,7.8,,postqu01
265,Moritz Wagner,28,ORL,C,28,0,13.0,2.5,6.0,.425,0.8,2.2,.344,1.8,3.8,.472,.488,2.0,2.4,.836,0.9,2.6,3.5,0.8,0.5,0.0,0.6,1.9,7.8,,wagnemo01
266,Bogdan Bogdanović,33,LAC,SG,18,3,21.6,2.6,7.1,.367,1.4,4.3,.321,1.2,2.8,.440,.465,1.1,1.3,.826,0.3,2.6,2.9,2.7,0.6,0.1,1.3,2.3,7.7,,bogdabo01
267,Kris Dunn,31,LAC,PG,68,62,27.5,2.9,6.0,.487,1.0,2.7,.376,1.9,3.4,.574,.569,0.9,1.1,.773,0.7,2.6,3.3,3.6,1.6,0.1,1.4,2.4,7.7,,dunnkr01
268,Daniss Jenkins,24,DET,PG,58,8,17.4,2.7,6.8,.403,0.9,2.4,.365,1.9,4.4,.424,.467,1.4,1.8,.777,0.6,1.3,1.9,3.1,0.9,0.2,1.3,1.4,7.7,,jenkida01
269,Bruce Brown,29,DEN,SG,69,2,24.7,2.9,6.3,.465,0.7,1.7,.378,2.3,4.5,.498,.517,1.2,1.5,.762,1.1,2.8,3.9,2.1,1.0,0.2,1.1,2.4,7.6,,brownbr01
270,Brook Lopez,37,LAC,C,61,26,20.3,2.8,6.6,.416,1.4,4.1,.355,1.3,2.6,.513,.525,0.7,0.8,.851,0.4,2.6,3.0,1.1,0.6,1.1,0.8,1.9,7.6,,lopezbr01
271,Vince Williams Jr.,25,2TM,SG,40,12,20.5,2.6,7.3,.353,1.4,4.4,.311,1.2,2.9,.417,.447,1.0,1.3,.780,1.0,2.9,3.9,4.2,0.7,0.4,1.8,2.0,7.5,,willivi01
271,Vince Williams Jr.,25,MEM,PG,34,12,21.6,2.7,7.8,.352,1.4,4.7,.308,1.3,3.1,.419,.445,1.1,1.4,.804,1.0,3.0,4.0,4.4,0.8,0.4,1.9,2.1,8.0,,willivi01
271,Vince Williams Jr.,25,UTA,SG,6,0,14.0,1.7,4.7,.357,1.0,3.0,.333,0.7,1.7,.400,.464,0.3,0.7,.500,0.8,2.3,3.2,2.7,0.3,0.3,1.2,1.5,4.7,,willivi01
272,Bones Hyland,25,MIN,PG,60,3,15.0,2.7,5.8,.462,1.4,3.6,.392,1.3,2.2,.581,.585,0.7,1.0,.737,0.4,1.3,1.6,2.6,0.5,0.2,0.9,1.7,7.5,,hylanbo01
273,Nikola Jović,22,MIA,PF,45,1,17.6,2.5,6.8,.370,1.0,3.6,.272,1.5,3.2,.483,.443,1.5,2.2,.683,0.6,2.8,3.4,2.2,0.6,0.4,1.4,1.4,7.5,,jovicni01
274,Terance Mann,29,BRK,SG,57,47,24.5,2.8,6.0,.462,0.9,2.4,.362,1.9,3.5,.530,.535,1.1,1.3,.803,1.1,2.0,3.1,3.2,0.6,0.2,1.1,2.4,7.5,,mannte01
275,Cameron Payne,31,PHI,PG,15,1,17.3,2.7,7.4,.360,1.5,4.7,.314,1.2,2.7,.439,.459,0.7,0.9,.846,0.2,1.5,1.7,2.7,1.3,0.3,0.6,1.3,7.5,,payneca01
276,Gary Trent Jr.,27,MIL,SG,56,17,21.0,2.6,6.8,.378,1.8,5.0,.350,0.8,1.8,.455,.507,0.6,0.8,.791,0.1,0.9,1.0,1.2,0.5,0.1,0.5,1.2,7.5,,trentga02
277,Jaylin Williams,23,OKC,PF,54,11,20.5,2.4,5.8,.413,1.5,4.1,.366,0.9,1.6,.534,.545,1.2,1.5,.793,0.6,4.9,5.5,2.6,0.5,0.6,1.1,2.0,7.5,,willija07
278,Jose Alvarado,27,2TM,PG,59,1,20.4,2.7,6.5,.414,1.5,4.3,.348,1.2,2.1,.548,.530,0.5,0.6,.789,0.4,2.2,2.5,3.4,1.0,0.1,1.1,1.8,7.4,,alvarjo01
278,Jose Alvarado,27,NOP,PG,41,0,21.9,2.9,6.8,.418,1.7,4.7,.363,1.1,2.1,.540,.543,0.5,0.6,.833,0.4,2.4,2.8,3.1,0.9,0.1,1.1,2.0,7.9,,alvarjo01
278,Jose Alvarado,27,NYK,PG,18,1,17.0,2.3,5.7,.402,1.1,3.5,.302,1.2,2.2,.564,.495,0.6,0.8,.714,0.3,1.6,1.9,4.0,1.1,0.1,0.8,1.6,6.2,,alvarjo01
279,Grant Williams,27,CHO,PF,25,3,19.6,2.3,5.4,.425,1.5,3.9,.381,0.8,1.5,.541,.563,1.4,1.7,.833,1.2,2.7,3.9,1.8,0.4,0.4,0.9,1.6,7.4,,willigr01
280,Caris LeVert,31,DET,SG,48,0,19.4,2.6,6.4,.412,1.0,3.1,.336,1.6,3.3,.484,.494,0.9,1.4,.672,0.3,1.5,1.8,2.6,0.9,0.6,1.4,1.5,7.3,,leverca01
281,Walter Clayton,22,2TM,PG,57,3,19.6,2.4,6.3,.387,0.9,3.3,.290,1.5,3.0,.491,.462,1.5,1.6,.912,0.3,1.7,2.0,3.9,0.7,0.3,1.5,1.8,7.2,,claytwa01
281,Walter Clayton,22,UTA,PG,45,0,18.0,2.3,5.7,.398,1.0,3.2,.308,1.3,2.5,.513,.484,1.3,1.4,.935,0.3,1.6,2.0,3.2,0.5,0.3,1.3,1.7,6.8,,claytwa01
281,Walter Clayton,22,MEM,PG,12,3,25.3,3.0,8.4,.356,0.8,3.6,.233,2.2,4.8,.448,.406,2.1,2.4,.862,0.1,1.9,2.0,6.6,1.2,0.3,2.5,1.8,8.9,,claytwa01
282,Luka Garza,27,BOS,C,58,4,15.6,2.6,4.6,.568,0.7,1.7,.434,1.9,2.9,.647,.648,1.3,1.7,.765,2.2,1.6,3.8,0.9,0.4,0.4,0.6,2.3,7.2,,garzalu01
283,Taylor Hendricks,22,2TM,PF,49,10,17.9,2.6,5.5,.472,1.0,2.8,.363,1.6,2.7,.582,.563,0.8,1.2,.650,1.2,2.5,3.6,0.9,0.6,0.4,0.8,1.6,7.0,,hendrta01
283,Taylor Hendricks,22,UTA,PF,33,6,14.9,1.8,3.9,.453,0.7,2.1,.343,1.0,1.8,.586,.547,0.7,1.0,.719,0.9,2.1,3.0,0.7,0.4,0.2,0.6,1.2,4.9,,hendrta01
283,Taylor Hendricks,22,MEM,PF,16,4,24.2,4.3,8.8,.489,1.6,4.1,.385,2.8,4.8,.579,.578,1.0,1.8,.571,1.8,3.2,4.9,1.4,1.1,0.8,1.3,2.3,11.2,,hendrta01
284,LJ Cryer,24,GSW,PG,9,0,12.9,2.1,4.8,.442,1.7,4.0,.417,0.4,0.8,.571,.616,1.1,1.2,.909,0.3,1.3,1.7,0.6,0.1,0.0,0.3,1.3,7.0,,cryerlj01
285,Chaney Johnson,23,BRK,SF,5,0,19.4,2.2,4.4,.500,0.8,1.8,.444,1.4,2.6,.538,.591,1.8,2.8,.643,2.0,2.8,4.8,1.2,1.0,0.4,0.6,2.8,7.0,,johnsch06
286,Lawson Lovering,22,MEM,C,2,1,24.5,3.0,5.0,.600,0.0,0.0,,3.0,5.0,.600,.600,1.0,2.5,.400,3.0,4.5,7.5,1.5,1.5,0.5,1.0,3.5,7.0,,loverla01
287,Kobe Sanders,23,LAC,SG,56,16,20.7,2.6,5.6,.455,1.1,2.8,.403,1.4,2.9,.506,.554,0.8,0.9,.811,0.5,2.0,2.4,1.6,0.6,0.1,1.3,2.1,7.0,,sandeko01
288,Julian Strawther,23,DEN,SG,45,12,15.2,2.5,5.5,.459,0.9,2.6,.350,1.6,2.9,.558,.543,1.1,1.3,.800,0.2,1.8,2.0,1.0,0.5,0.1,0.6,1.3,7.0,,strawju01
289,Cody Williams,21,UTA,SG,54,28,22.1,2.9,6.0,.478,0.4,1.8,.240,2.4,4.2,.580,.514,0.9,1.3,.691,0.9,1.9,2.8,1.5,0.7,0.4,0.9,1.8,7.0,,willico04
290,Javonte Green,32,DET,SG,68,5,17.9,2.3,5.1,.437,1.1,3.0,.366,1.2,2.2,.534,.543,1.3,1.6,.824,0.8,2.0,2.8,0.7,1.3,0.3,0.6,1.4,6.9,,greenja02
291,Ben Sheppard,24,IND,SG,57,19,21.5,2.5,6.0,.424,1.3,3.6,.351,1.2,2.3,.538,.531,0.6,0.8,.756,0.7,2.4,3.1,1.8,0.6,0.1,0.6,1.8,6.9,,sheppbe01
292,Patrick Williams,24,CHI,PF,58,4,19.6,2.5,6.4,.382,1.4,3.7,.373,1.1,2.8,.395,.488,0.6,0.9,.712,0.7,2.1,2.8,1.4,0.6,0.3,1.0,1.3,6.9,,willipa01
293,Robert Williams,28,POR,C,47,1,16.9,3.1,4.2,.727,0.1,0.4,.350,2.9,3.8,.770,.745,0.6,0.9,.643,2.3,4.6,6.9,1.0,0.7,1.6,0.8,1.2,6.9,,williro04
294,Devin Carter,23,SAC,PG,27,2,14.3,2.4,6.1,.396,0.4,2.3,.194,2.0,3.8,.520,.433,1.5,1.9,.804,0.8,1.8,2.6,2.1,0.8,0.2,1.1,1.1,6.8,,cartede02
295,Seth Curry,35,GSW,SG,4,0,12.8,2.5,4.3,.588,1.0,1.8,.571,1.5,2.5,.600,.706,0.8,0.8,1.000,0.8,0.8,1.5,1.8,0.5,0.0,0.0,0.8,6.8,,curryse01
