Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
383,Tolu Smith,25,DET,PF,7,0,12.6,1.4,3.0,.476,0.0,0.0,,1.4,3.0,.476,.476,1.9,2.6,.722,1.9,2.9,4.7,0.9,0.3,0.7,0.7,2.0,4.7,,smithto05
384,Oscar Tshiebwe,26,UTA,C,13,1,13.5,2.2,3.5,.622,0.0,0.0,,2.2,3.5,.622,.622,0.4,0.8,.500,1.9,2.5,4.5,0.8,0.5,0.1,0.3,1.3,4.7,,tshieos01
385,Lonzo Ball,28,CLE,PG,35,3,20.8,1.5,5.0,.301,1.1,4.2,.272,0.4,0.8,.448,.415,0.4,0.6,.667,0.7,3.3,4.0,3.9,1.3,0.3,1.5,1.3,4.6,,balllo01
386,Malaki Branham,22,WAS,SG,28,0,9.8,1.5,3.3,.473,0.5,1.3,.378,1.0,1.9,.537,.549,1.0,1.2,.824,0.4,1.1,1.6,0.8,0.4,0.1,0.5,0.8,4.6,,branhma01
387,Doug McDermott,34,SAC,SF,18,0,12.2,1.5,3.9,.386,1.4,3.8,.382,0.1,0.1,.500,.571,0.1,0.1,1.000,0.1,0.8,0.9,0.4,0.2,0.1,0.4,0.7,4.6,,mcderdo01
388,Pete Nance,25,MIL,PF,35,0,11.7,1.8,3.2,.571,0.9,2.0,.478,0.9,1.2,.721,.719,0.0,0.1,.000,0.5,1.6,2.1,0.6,0.3,0.2,0.5,0.9,4.6,,nancepe01
389,Jase Richardson,20,ORL,SG,45,0,11.4,1.7,3.7,.461,0.6,1.6,.356,1.1,2.1,.543,.539,0.6,0.8,.737,0.4,0.8,1.2,1.1,0.3,0.0,0.5,1.1,4.6,,richaja02
390,Jeremiah Robinson-Earl,25,2TM,PF,22,3,16.4,1.7,4.5,.370,0.5,1.9,.244,1.2,2.7,.458,.420,0.8,0.8,.944,1.6,3.0,4.7,0.7,0.4,0.0,0.5,1.2,4.6,,robinje02
390,Jeremiah Robinson-Earl,25,IND,PF,17,3,17.6,1.7,4.9,.349,0.5,1.9,.242,1.2,2.9,.420,.398,0.8,0.8,.929,1.9,3.3,5.2,0.7,0.4,0.1,0.6,1.4,4.6,,robinje02
390,Jeremiah Robinson-Earl,25,DAL,PF,5,0,12.2,1.6,3.4,.471,0.4,1.6,.250,1.2,1.8,.667,.529,0.8,0.8,1.000,0.8,2.2,3.0,0.6,0.4,0.0,0.4,0.6,4.4,,robinje02
391,Matisse Thybulle,28,POR,SG,17,0,12.4,1.5,3.6,.419,1.0,2.5,.405,0.5,1.2,.450,.556,0.6,0.6,1.000,0.5,1.1,1.6,0.9,1.9,0.5,0.7,1.6,4.6,,thybuma01
392,PJ Hall,23,2TM,C,19,2,11.3,1.6,3.1,.508,0.2,0.3,.600,1.4,2.8,.500,.534,1.2,1.5,.793,1.7,2.2,3.9,0.5,0.2,0.5,0.8,1.2,4.5,,hallpj01
392,PJ Hall,23,MEM,C,7,0,3.9,0.7,1.3,.556,0.1,0.4,.333,0.6,0.9,.667,.611,0.3,0.4,.667,0.4,0.9,1.3,0.3,0.0,0.3,0.1,0.4,1.9,,hallpj01
392,PJ Hall,23,CHO,C,12,2,15.6,2.1,4.2,.500,0.2,0.2,1.000,1.9,4.0,.479,.520,1.8,2.2,.808,2.5,3.0,5.5,0.7,0.3,0.7,1.3,1.6,6.1,,hallpj01
393,Gabe Vincent,29,2TM,PG,40,7,17.5,1.5,4.3,.351,1.2,3.5,.348,0.3,0.8,.364,.491,0.3,0.3,.917,0.3,0.6,0.9,1.4,0.5,0.1,0.4,1.6,4.5,,vincega01
393,Gabe Vincent,29,LAL,PG,29,7,19.3,1.6,4.5,.346,1.3,3.6,.369,0.2,0.9,.259,.492,0.3,0.4,.909,0.2,0.7,0.9,1.3,0.5,0.0,0.4,1.8,4.8,,vincega01
393,Gabe Vincent,29,ATL,PG,11,0,12.7,1.4,3.7,.366,0.9,3.2,.286,0.5,0.5,.833,.488,0.1,0.1,1.000,0.5,0.5,0.9,1.7,0.5,0.1,0.3,1.1,3.7,,vincega01
394,Mouhamed Gueye,23,ATL,PF,65,5,15.3,1.7,3.8,.452,0.5,1.6,.283,1.3,2.2,.576,.512,0.6,0.9,.639,1.2,2.4,3.6,0.9,0.8,0.5,0.5,1.7,4.5,,gueyemo02
395,Jarred Vanderbilt,26,LAL,PF,55,3,17.8,1.7,3.7,.461,0.5,1.6,.302,1.3,2.2,.575,.524,0.5,0.9,.638,1.3,3.2,4.6,1.2,0.8,0.3,0.9,1.7,4.5,,vandeja01
396,Jabari Walker,23,PHI,PF,56,6,12.5,1.6,3.5,.449,0.5,1.6,.337,1.0,1.9,.542,.526,0.8,1.1,.754,1.1,2.0,3.1,0.5,0.4,0.2,0.4,1.6,4.5,,walkeja01
397,DaRon Holmes,23,DEN,PF,19,6,10.2,1.5,2.9,.500,0.9,2.2,.439,0.5,0.8,.667,.661,0.5,0.6,.818,0.3,1.2,1.5,0.8,0.0,0.2,0.4,0.9,4.4,,holmeda01
398,Tyler Kolek,24,NYK,PG,56,1,12.2,1.8,4.1,.422,0.7,1.9,.358,1.1,2.3,.476,.504,0.2,0.3,.667,0.3,1.4,1.6,2.8,0.4,0.1,0.9,1.1,4.4,,kolekty01
399,Noah Penda,21,ORL,SF,49,2,13.7,1.6,3.7,.425,0.6,1.6,.346,1.0,2.1,.485,.500,0.7,1.0,.688,1.3,2.3,3.6,1.2,0.6,0.3,0.8,1.2,4.4,,pendano01
400,Craig Porter Jr.,25,CLE,PG,58,2,17.7,1.8,4.0,.444,0.5,1.4,.361,1.3,2.6,.490,.509,0.3,0.6,.556,1.3,2.0,3.3,3.2,0.9,0.6,0.9,1.1,4.4,,portecr01
401,Yanic Konan Niederhäuser,22,LAC,C,41,0,10.3,1.6,2.4,.640,0.0,0.1,.200,1.5,2.3,.663,.645,1.1,1.5,.758,0.9,2.0,2.9,0.3,0.1,0.7,0.6,1.6,4.3,,konanya01
402,Skal Labissière,29,WAS,PF,3,0,12.7,2.0,3.3,.600,0.3,1.7,.200,1.7,1.7,1.000,.650,0.0,0.0,,1.0,2.0,3.0,1.0,0.7,0.3,0.3,1.0,4.3,,labissk01
403,Dereck Lively II,21,DAL,C,7,4,16.4,1.6,2.6,.611,0.0,0.0,,1.6,2.6,.611,.611,1.1,1.4,.800,2.0,3.3,5.3,1.9,0.6,1.6,1.4,3.0,4.3,,livelde01
404,Grant Nelson,23,BRK,PF,4,0,8.8,1.3,2.3,.556,0.0,0.0,,1.3,2.3,.556,.556,1.8,2.5,.700,0.3,1.3,1.5,1.3,0.3,1.3,1.0,1.5,4.3,,nelsogr02
405,John Poulakidas,22,DAL,SG,3,0,15.7,1.7,4.3,.385,1.0,3.3,.300,0.7,1.0,.667,.500,0.0,0.0,,0.3,3.0,3.3,0.7,0.7,0.0,0.7,2.7,4.3,,poulajo01
406,Rayan Rupert,21,2TM,SG,58,3,14.9,1.6,4.0,.389,0.6,1.9,.336,0.9,2.1,.435,.468,0.4,0.6,.735,0.6,1.8,2.4,0.8,0.8,0.1,0.7,1.7,4.2,,ruperra01
406,Rayan Rupert,21,POR,SG,48,0,12.0,1.1,3.1,.361,0.5,1.5,.310,0.6,1.6,.408,.435,0.2,0.3,.643,0.5,1.3,1.8,0.7,0.6,0.0,0.6,1.3,2.9,,ruperra01
406,Rayan Rupert,21,MEM,SG,10,3,28.9,3.8,8.7,.437,1.5,3.9,.385,2.3,4.8,.479,.523,1.6,2.0,.800,1.2,4.3,5.5,1.0,1.5,0.4,1.0,3.9,10.7,,ruperra01
407,Mike Conley,38,MIN,PG,46,9,18.1,1.2,3.8,.316,0.9,2.9,.313,0.3,0.9,.326,.435,0.9,1.0,.891,0.3,1.4,1.7,2.8,0.6,0.3,0.6,1.4,4.2,,conlemi01
408,Tyson Etienne,26,BRK,PG,13,0,9.2,1.2,3.5,.333,1.2,3.2,.357,0.0,0.2,.000,.500,0.7,0.8,.900,0.2,0.5,0.7,0.8,0.2,0.0,0.5,1.4,4.2,,etienty01
409,Kam Jones,23,IND,SG,29,7,15.7,1.8,4.2,.421,0.6,1.9,.315,1.2,2.3,.507,.492,0.1,0.3,.500,0.3,1.1,1.4,2.7,0.5,0.0,0.9,1.0,4.2,,joneska03
410,Dalton Knecht,24,LAL,SF,48,1,10.6,1.6,3.6,.448,0.6,2.1,.307,1.0,1.5,.644,.537,0.3,0.4,.700,0.3,1.1,1.4,0.3,0.2,0.2,0.4,0.8,4.2,,knechda01
411,Terrence Shannon Jr.,25,MIN,SG,30,0,11.5,1.4,3.4,.406,0.6,1.5,.391,0.8,1.8,.418,.495,0.9,1.1,.818,0.2,0.8,1.0,0.7,0.3,0.0,0.6,1.2,4.2,,shannte01
412,Hugo González,19,BOS,SF,63,3,15.4,1.7,3.5,.473,0.6,1.7,.337,1.1,1.9,.593,.552,0.2,0.4,.500,0.9,2.6,3.5,0.6,0.6,0.3,0.5,1.8,4.1,,gonzahu01
413,DeAndre Jordan,37,NOP,C,10,6,16.3,1.6,2.3,.696,0.0,0.0,,1.6,2.3,.696,.696,0.9,1.5,.600,2.1,4.3,6.4,0.8,0.3,0.8,0.9,1.4,4.1,,jordade01
414,Liam McNeeley,20,CHO,SF,28,0,12.2,1.2,3.1,.386,0.8,2.1,.379,0.4,1.1,.400,.511,0.9,1.1,.806,0.4,1.8,2.1,0.8,0.2,0.1,0.4,1.3,4.1,,mcneeli01
415,Jericho Sims,27,MIL,C,53,11,17.7,1.8,2.2,.831,0.0,0.0,,1.8,2.2,.831,.831,0.4,0.7,.600,1.7,3.2,4.9,1.1,0.2,0.2,1.0,1.9,4.1,,simsje01
416,RayJ Dennis,24,3TM,PG,16,0,11.3,1.4,4.6,.301,0.8,2.4,.308,0.6,2.1,.294,.384,0.5,0.6,.889,0.5,0.9,1.4,1.9,0.3,0.3,0.9,1.1,4.0,,dennira01
416,RayJ Dennis,24,IND,PG,13,0,12.9,1.7,5.5,.306,0.9,2.9,.316,0.8,2.6,.294,.389,0.6,0.7,.889,0.6,1.0,1.6,2.0,0.2,0.3,1.1,1.2,4.9,,dennira01
416,RayJ Dennis,24,LAC,PG,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,dennira01
416,RayJ Dennis,24,ATL,PG,2,0,4.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.5,0.0,,dennira01
417,Nicolas Batum,37,LAC,PF,64,5,18.3,1.3,3.3,.398,1.3,3.2,.396,0.1,0.1,.444,.588,0.1,0.2,.818,0.3,2.2,2.5,0.9,0.7,0.3,0.5,1.4,4.0,,batumni01
418,Tony Bradley,28,IND,C,38,3,10.9,1.6,2.8,.557,0.0,0.1,.500,1.5,2.7,.558,.561,0.8,1.1,.744,1.5,1.3,2.8,0.5,0.2,0.2,0.4,1.6,4.0,,bradlto01
419,Brandon Clarke,29,MEM,PF,2,2,10.0,1.5,4.5,.333,0.0,0.0,,1.5,4.5,.333,.333,1.0,2.0,.500,2.0,1.0,3.0,0.5,1.0,0.0,0.0,2.5,4.0,,clarkbr01
420,Carter Bryant,20,SAS,PF,58,0,10.5,1.4,3.7,.380,0.7,2.2,.325,0.7,1.5,.460,.477,0.4,0.6,.722,0.5,1.8,2.3,0.5,0.2,0.3,0.3,1.1,3.9,,bryanca01
421,Clint Capela,31,HOU,C,61,2,12.7,1.6,3.1,.513,0.0,0.0,,1.6,3.1,.513,.513,0.6,1.0,.619,2.2,2.5,4.7,0.7,0.5,0.8,0.6,1.0,3.9,,capelca01
422,Anthony Gill,33,WAS,PF,41,2,13.3,1.6,2.9,.573,0.2,0.7,.286,1.4,2.2,.663,.607,0.4,0.6,.739,0.9,1.5,2.4,1.0,0.4,0.3,0.6,1.3,3.9,,gillan01
423,Ron Harper Jr.,25,BOS,SF,21,2,11.4,1.4,3.6,.400,1.0,2.9,.344,0.4,0.7,.643,.540,0.0,0.1,.500,0.7,1.0,1.7,0.7,0.2,0.4,0.2,0.9,3.9,,harpero02
424,Caleb Martin,30,DAL,SF,58,12,14.8,1.5,3.3,.450,0.3,1.0,.351,1.1,2.3,.492,.503,0.6,1.1,.607,0.5,2.0,2.5,1.4,0.7,0.3,0.7,1.5,3.9,,martica02
425,Micah Peavy,24,NOP,SG,52,1,13.6,1.6,4.3,.376,0.4,1.7,.233,1.2,2.6,.471,.423,0.3,0.4,.684,0.8,1.1,1.8,0.9,0.6,0.1,0.3,1.4,3.9,,peavymi01
426,Jaylen Clark,24,MIN,SG,59,0,12.5,1.4,3.1,.435,0.4,1.3,.308,0.9,1.8,.528,.500,0.6,1.0,.633,0.8,0.9,1.7,0.5,0.7,0.1,0.3,1.3,3.8,,clarkja02
427,Jordan Hawkins,23,NOP,SG,43,0,12.0,1.3,4.2,.320,0.7,2.4,.301,0.6,1.8,.346,.406,0.4,0.5,.800,0.3,1.2,1.5,0.6,0.2,0.2,0.5,0.5,3.8,,hawkijo01
428,Keshad Johnson,24,MIA,SF,25,0,8.1,1.4,3.2,.432,0.5,1.5,.316,0.9,1.7,.535,.506,0.6,0.8,.667,0.7,1.2,2.0,0.1,0.4,0.3,0.5,0.8,3.8,,johnske10
429,Zeke Nnaji,25,DEN,PF,47,3,12.2,1.4,3.0,.471,0.3,1.0,.265,1.1,1.9,.582,.518,0.7,0.9,.773,0.7,2.0,2.7,0.5,0.4,0.4,0.5,1.3,3.8,,nnajize01
430,Dalen Terry,23,2TM,SG,43,0,11.9,1.4,3.3,.436,0.5,1.4,.383,0.9,1.9,.475,.518,0.3,0.6,.556,0.5,1.3,1.8,1.4,0.6,0.3,0.6,1.0,3.7,,terryda01
430,Dalen Terry,23,CHI,SG,34,0,11.1,1.3,3.0,.441,0.6,1.4,.413,0.8,1.6,.464,.534,0.3,0.5,.529,0.6,1.3,1.9,1.3,0.6,0.3,0.6,1.0,3.5,,terryda01
430,Dalen Terry,23,PHI,SG,9,0,14.8,1.8,4.2,.421,0.4,1.6,.286,1.3,2.7,.500,.474,0.7,1.1,.600,0.3,1.3,1.7,2.1,0.4,0.4,0.3,1.2,4.7,,terryda01
431,Trayce Jackson-Davis,25,2TM,C,44,1,10.2,1.5,2.6,.566,0.0,0.0,1.000,1.4,2.5,.563,.571,0.8,1.5,.547,1.4,1.7,3.1,0.8,0.3,0.5,0.4,0.9,3.7,,jackstr02
431,Trayce Jackson-Davis,25,GSW,C,36,1,11.4,1.7,2.8,.588,0.0,0.0,1.000,1.6,2.8,.584,.593,0.8,1.4,.558,1.3,1.8,3.1,0.9,0.4,0.5,0.5,1.1,4.2,,jackstr02
431,Trayce Jackson-Davis,25,TOR,C,8,0,4.8,0.5,1.4,.364,0.0,0.0,,0.5,1.4,.364,.364,0.8,1.5,.500,1.9,1.0,2.9,0.5,0.3,0.3,0.1,0.0,1.8,,jackstr02
432,Moussa Cisse,23,DAL,C,34,1,12.5,1.4,2.4,.590,0.0,0.0,,1.4,2.4,.590,.590,0.9,1.9,.439,2.0,2.9,4.9,0.2,0.4,1.1,0.7,1.8,3.7,,cissemo01
433,Myron Gardner,24,MIA,SF,37,7,9.4,1.3,2.8,.471,0.6,1.4,.415,0.7,1.4,.529,.577,0.5,0.6,.739,1.0,2.1,3.0,1.0,0.5,0.1,0.3,1.6,3.7,,gardnmy01
434,Taelon Peter,23,IND,SG,30,0,11.2,1.3,3.5,.358,1.0,3.1,.312,0.3,0.4,.692,.495,0.2,0.4,.538,0.2,1.1,1.3,1.0,0.5,0.1,0.6,0.7,3.7,,peterta01
435,Rasheer Fleming,21,PHO,PF,43,0,10.2,1.3,3.2,.403,0.7,1.9,.361,0.6,1.3,.464,.511,0.3,0.5,.571,1.0,1.0,2.0,0.2,0.3,0.3,0.3,0.9,3.6,,flemira01
436,A.J. Lawson,25,TOR,SG,14,0,7.9,1.1,2.9,.390,0.6,1.6,.364,0.6,1.4,.421,.488,0.6,0.6,1.000,0.5,1.1,1.6,0.2,0.3,0.2,0.3,1.1,3.5,,lawsoaj01
437,Malachi Smith,26,BRK,SG,2,0,20.5,1.5,5.5,.273,0.0,1.0,.000,1.5,4.5,.333,.273,0.5,0.5,1.000,1.5,2.0,3.5,2.5,0.5,1.0,3.0,1.0,3.5,,smithma02
438,Keaton Wallace,26,ATL,PG,46,2,10.3,1.3,3.2,.408,0.7,1.9,.391,0.6,1.3,.433,.524,0.2,0.3,.643,0.1,1.0,1.1,1.8,0.5,0.1,0.5,0.9,3.5,,wallake01
439,Mohamed Diawara,20,NYK,SF,59,6,8.6,1.3,3.0,.424,0.7,1.8,.389,0.6,1.2,.478,.542,0.2,0.2,.750,0.2,1.1,1.3,0.6,0.2,0.1,0.4,0.8,3.4,,diawamo01
440,Drew Timme,25,LAL,PF,21,0,8.5,1.4,2.4,.588,0.4,0.9,.421,1.0,1.5,.688,.667,0.2,0.3,.571,0.4,0.9,1.3,0.8,0.2,0.0,0.3,0.6,3.4,,timmedr01
441,Jeremy Sochan,22,2TM,PF,39,0,10.7,1.4,2.9,.482,0.2,1.0,.237,1.2,1.9,.608,.522,0.3,0.5,.667,0.7,1.5,2.2,0.8,0.4,0.2,0.5,1.4,3.3,,sochaje01
441,Jeremy Sochan,22,SAS,PF,28,0,12.8,1.7,3.5,.475,0.3,1.3,.257,1.4,2.3,.594,.520,0.4,0.6,.688,0.9,1.7,2.6,1.0,0.4,0.2,0.6,1.8,4.1,,sochaje01
441,Jeremy Sochan,22,NYK,PF,11,0,5.3,0.6,1.2,.538,0.0,0.3,.000,0.6,0.9,.700,.538,0.1,0.2,.500,0.3,0.9,1.2,0.5,0.5,0.1,0.2,0.4,1.4,,sochaje01
442,Dorian Finney-Smith,32,HOU,PF,31,1,17.8,1.2,3.7,.325,0.8,2.8,.276,0.4,0.9,.481,.430,0.2,0.2,1.000,0.9,1.7,2.7,1.0,0.5,0.2,0.7,1.9,3.3,,finnedo01
443,Larry Nance Jr.,33,CLE,PF,29,2,12.2,1.3,3.3,.381,0.6,1.8,.346,0.7,1.6,.422,.474,0.1,0.2,.600,0.9,1.7,2.6,0.9,0.5,0.1,0.4,1.7,3.3,,nancela02
444,Kelly Olynyk,34,SAS,C,37,0,9.1,1.2,2.5,.484,0.3,1.2,.250,0.9,1.3,.702,.544,0.6,0.9,.688,0.6,1.2,1.9,1.2,0.4,0.1,0.6,1.1,3.3,,olynyke01
445,Isaiah Stevens,25,SAC,PG,3,0,14.3,1.0,2.3,.429,0.0,0.3,.000,1.0,2.0,.500,.429,1.3,1.3,1.000,0.7,0.3,1.0,3.3,1.7,0.0,0.7,0.7,3.3,,steveis01
446,James Wiseman,24,IND,C,4,1,14.5,1.5,2.5,.600,0.0,0.0,,1.5,2.5,.600,.600,0.3,0.5,.500,1.3,0.8,2.0,0.8,0.0,0.3,1.3,2.5,3.3,,wisemja01
447,Koby Brea,23,PHO,SG,5,0,4.6,1.0,1.8,.556,0.8,1.4,.571,0.2,0.4,.500,.778,0.4,0.4,1.000,0.0,0.4,0.4,0.6,0.0,0.0,0.0,0.0,3.2,,breako01
448,Dwight Powell,34,DAL,C,52,8,13.7,1.0,1.5,.663,0.0,0.1,.333,1.0,1.5,.675,.669,1.1,1.7,.678,1.4,2.3,3.8,0.9,0.5,0.3,0.6,1.9,3.2,,poweldw01
449,Nikola Topić,20,OKC,PG,5,0,10.6,1.4,3.2,.438,0.4,1.0,.400,1.0,2.2,.455,.500,0.0,0.0,,0.4,1.2,1.6,2.0,0.0,0.0,2.2,0.8,3.2,,topicni01
450,John Konchar,29,2TM,SG,43,5,17.4,1.2,2.7,.444,0.4,1.6,.250,0.8,1.1,.714,.517,0.3,0.5,.600,0.9,2.5,3.4,1.5,1.4,0.6,0.5,1.3,3.1,,konchjo01
450,John Konchar,29,MEM,SG,30,1,14.5,1.2,2.4,.521,0.4,1.3,.333,0.8,1.1,.750,.613,0.3,0.4,.615,0.7,2.4,3.1,1.3,1.0,0.4,0.5,1.0,3.2,,konchjo01
450,John Konchar,29,UTA,SG,13,4,24.0,1.2,3.5,.326,0.3,2.2,.138,0.8,1.3,.647,.370,0.3,0.5,.571,1.5,2.7,4.2,2.0,2.2,0.8,0.7,1.8,2.9,,konchjo01
451,Cam Christie,20,LAC,SG,45,0,9.3,1.0,2.7,.377,0.3,1.0,.255,0.8,1.7,.453,.426,0.8,1.0,.739,0.4,1.1,1.5,0.6,0.3,0.1,0.4,0.4,3.1,,chrisca02
452,Pat Connaughton,33,CHO,SG,33,0,7.6,1.1,2.3,.461,0.6,1.4,.404,0.5,0.9,.552,.586,0.4,0.5,.667,0.4,1.2,1.5,0.5,0.3,0.0,0.3,0.2,3.1,,connapa01
453,Miles Kelly,23,DAL,PG,14,0,9.6,1.1,3.1,.364,0.7,2.4,.303,0.4,0.8,.545,.477,0.1,0.1,1.000,0.4,1.4,1.7,0.9,0.3,0.1,0.4,0.9,3.1,,kellymi02
454,Mark Sears,23,MIL,PG,7,0,3.7,0.9,1.9,.462,0.6,1.1,.500,0.3,0.7,.400,.615,0.9,1.1,.750,0.1,0.1,0.3,0.3,0.0,0.0,0.6,0.6,3.1,,searsma01
455,Amir Coffey,28,2TM,SG,42,2,10.3,1.1,2.2,.484,0.3,1.0,.317,0.8,1.2,.615,.554,0.5,0.7,.786,0.4,0.8,1.2,0.5,0.2,0.1,0.1,0.7,3.0,,coffeam01
455,Amir Coffey,28,MIL,SG,30,2,8.8,0.9,1.8,.473,0.2,0.8,.280,0.6,1.0,.633,.536,0.4,0.5,.867,0.2,0.7,0.9,0.4,0.1,0.1,0.1,0.5,2.4,,coffeam01
455,Amir Coffey,28,PHO,SG,12,0,13.9,1.6,3.2,.500,0.5,1.3,.375,1.1,1.8,.591,.579,0.8,1.1,.692,0.9,1.2,2.1,0.9,0.4,0.2,0.1,1.2,4.4,,coffeam01
456,Tyus Jones,29,3TM,PG,61,10,15.2,1.2,3.3,.348,0.6,2.1,.279,0.6,1.2,.467,.436,0.1,0.1,.778,0.2,0.9,1.1,2.5,0.6,0.0,0.4,0.5,3.0,,jonesty01
456,Tyus Jones,29,ORL,PG,48,8,15.7,1.1,3.3,.342,0.6,2.1,.294,0.5,1.2,.429,.437,0.1,0.1,1.000,0.2,0.9,1.1,2.4,0.7,0.1,0.3,0.5,3.0,,jonesty01
456,Tyus Jones,29,DAL,PG,8,2,16.6,1.6,4.3,.382,0.5,2.4,.211,1.1,1.9,.600,.441,0.1,0.3,.500,0.1,1.0,1.1,3.8,0.4,0.0,0.6,0.6,3.9,,jonesty01
456,Tyus Jones,29,DEN,PG,5,0,7.6,0.8,2.4,.333,0.4,1.6,.250,0.4,0.8,.500,.417,0.0,0.2,.000,0.0,0.6,0.6,1.0,0.0,0.0,0.6,0.0,2.0,,jonesty01
457,Charles Bassey,25,2TM,C,3,0,12.0,1.3,3.0,.444,0.0,0.0,,1.3,3.0,.444,.444,0.3,1.0,.333,2.3,2.7,5.0,0.7,0.3,0.7,0.3,1.7,3.0,,bassech01
457,Charles Bassey,25,MEM,C,2,0,15.5,1.5,4.0,.375,0.0,0.0,,1.5,4.0,.375,.375,0.5,1.5,.333,3.5,4.0,7.5,1.0,0.5,0.5,0.5,2.5,3.5,,bassech01
457,Charles Bassey,25,PHI,C,1,0,5.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,bassech01
458,Kobe Bufkin,22,LAL,SG,11,1,8.2,1.0,3.5,.289,0.3,1.8,.150,0.7,1.6,.444,.329,0.7,0.7,1.000,0.1,0.7,0.8,0.5,0.2,0.3,0.4,0.5,3.0,,bufkiko01
459,Jamal Cain,26,ORL,SF,26,0,7.5,1.0,2.4,.419,0.5,1.1,.414,0.5,1.3,.424,.516,0.6,0.7,.833,0.4,0.7,1.1,0.4,0.2,0.1,0.3,1.1,3.0,,cainja01
460,Chris Livingston,22,CLE,SF,3,0,5.7,1.3,2.3,.571,0.0,1.0,.000,1.3,1.3,1.000,.571,0.3,0.3,1.000,0.0,1.0,1.0,0.3,0.3,0.0,0.0,1.3,3.0,,livinch01
461,Bez Mbeng,22,UTA,SG,2,0,33.0,1.5,5.0,.300,0.0,2.0,.000,1.5,3.0,.500,.300,0.0,0.0,,2.0,1.5,3.5,3.5,2.0,1.0,3.0,3.0,3.0,,mbengbe01
462,Emanuel Miller,25,CHI,PF,5,0,6.6,1.2,2.6,.462,0.4,1.2,.333,0.8,1.4,.571,.538,0.2,0.4,.500,0.2,0.4,0.6,0.8,0.4,0.0,0.0,0.4,3.0,,milleem01
463,Monte Morris,30,IND,PG,6,0,10.8,1.2,3.3,.350,0.3,1.3,.250,0.8,2.0,.417,.400,0.3,0.7,.500,0.2,1.0,1.2,1.5,0.2,0.2,0.3,0.5,3.0,,morrimo01
464,Antonio Reeves,25,CHO,SG,9,0,7.3,1.1,2.2,.500,0.8,1.4,.538,0.3,0.8,.429,.675,0.0,0.0,,0.2,0.7,0.9,0.2,0.1,0.0,0.1,0.3,3.0,,reevean01
465,Jamison Battle,24,TOR,SF,49,2,8.5,1.1,2.2,.505,0.6,1.3,.415,0.6,0.9,.636,.628,0.1,0.2,.667,0.3,1.1,1.5,0.4,0.1,0.0,0.3,0.7,2.9,,battlja01
466,Joan Beringer,19,MIN,PF,31,1,6.7,1.3,1.9,.667,0.0,0.0,,1.3,1.9,.667,.667,0.4,0.5,.647,0.9,0.9,1.8,0.3,0.1,0.4,0.3,1.1,2.9,,berinjo01
467,David Jones García,24,SAS,SF,11,0,6.2,1.2,2.3,.520,0.3,0.5,.600,0.9,1.8,.500,.580,0.3,0.5,.500,0.4,0.8,1.2,1.6,0.5,0.1,0.5,0.5,2.9,,jonesda06
468,Kevon Looney,29,NOP,C,18,6,13.9,1.3,2.9,.442,0.1,0.5,.111,1.2,2.4,.512,.452,0.3,0.4,.625,2.3,3.0,5.3,1.4,0.3,0.5,0.4,1.8,2.9,,looneke01
469,Chris Paul,40,LAC,PG,16,0,14.3,1.1,3.5,.321,0.6,1.9,.333,0.5,1.6,.308,.411,0.1,0.1,.500,0.4,1.4,1.8,3.3,0.7,0.0,1.0,1.4,2.9,,paulch01
470,Duop Reath,29,POR,C,32,0,8.1,1.0,2.3,.446,0.7,1.7,.418,0.3,0.6,.526,.601,0.2,0.2,.833,0.3,0.9,1.2,0.3,0.2,0.3,0.2,0.9,2.9,,reathdu01
471,Trey Alexander,22,NOP,SG,5,0,8.4,1.2,1.8,.667,0.4,0.6,.667,0.8,1.2,.667,.778,0.0,0.0,,0.0,0.8,0.8,1.0,0.2,0.2,0.2,0.8,2.8,,alexatr01
472,AJ Johnson,21,2TM,SG,39,0,8.8,1.1,3.2,.325,0.2,1.1,.209,0.8,2.1,.386,.361,0.5,0.6,.818,0.2,0.9,1.2,0.9,0.2,0.0,0.6,0.5,2.8,,johnsaj01
472,AJ Johnson,21,WAS,SG,25,0,8.6,1.1,3.3,.325,0.3,1.0,.280,0.8,2.3,.345,.367,0.4,0.5,.750,0.3,0.9,1.2,0.9,0.3,0.0,0.7,0.6,2.8,,johnsaj01
472,AJ Johnson,21,DAL,SG,14,0,9.3,1.0,3.1,.326,0.1,1.3,.111,0.9,1.8,.480,.349,0.6,0.7,.900,0.1,1.0,1.1,0.9,0.1,0.1,0.4,0.4,2.8,,johnsaj01
