Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
213,Walter Clayton,22,2TM,PG,57,3,1115,10.4,.520,.521,.255,1.5,9.5,5.5,26.8,1.6,1.3,18.0,18.0,0.1,0.3,0.4,.016,-2.4,-1.8,-4.1,-0.6,,claytwa01
213,Walter Clayton,22,UTA,PG,45,0,811,10.5,.540,.559,.242,2.0,10.0,5.9,23.8,1.4,1.5,16.8,17.4,0.3,0.1,0.4,.022,-1.8,-1.4,-3.2,-0.2,,claytwa01
213,Walter Clayton,22,MEM,PG,12,3,304,9.9,.470,.426,.287,0.4,8.2,4.3,34.7,2.2,0.9,20.9,19.6,-0.2,0.2,0.0,.001,-4.0,-2.6,-6.6,-0.4,,claytwa01
214,Ziaire Williams,24,BRK,SF,48,7,1096,11.8,.579,.643,.287,2.7,9.8,6.1,6.7,2.7,1.6,10.5,17.8,0.5,0.8,1.3,.057,-2.1,0.1,-2.0,0.0,,willizi02
215,Dru Smith,28,MIA,SG,64,1,1092,14.6,.535,.399,.325,5.3,10.4,7.8,19.8,4.2,1.6,13.2,15.2,1.1,2.0,3.1,.136,-1.4,3.9,2.5,1.2,,smithdr01
216,Baylor Scheierman,25,BOS,SG,63,17,1091,11.3,.608,.728,.073,4.4,17.0,10.8,9.9,1.6,0.5,12.1,11.5,1.4,1.4,2.8,.122,-1.1,1.4,0.2,0.6,,scheiba01
217,Kentavious Caldwell-Pope,32,MEM,SG,51,14,1088,11.0,.533,.475,.219,2.0,10.5,6.2,17.5,1.9,0.7,13.2,17.6,0.3,0.7,1.0,.044,-2.3,-0.2,-2.4,-0.1,,caldwke01
218,Sam Merrill,29,CLE,SG,42,30,1086,13.7,.663,.794,.132,2.6,7.4,5.0,12.1,1.1,0.4,8.2,16.9,2.3,0.7,3.0,.133,1.4,-1.1,0.4,0.7,,merrisa01
219,Jaylin Williams,23,OKC,PF,53,11,1084,13.4,.583,.715,.262,3.0,25.0,14.4,16.4,1.2,3.2,15.4,16.1,0.8,2.3,3.2,.141,-0.5,2.5,2.0,1.1,,willija07
220,Jusuf Nurkić,31,UTA,C,41,36,1083,16.6,.548,.198,.316,10.5,32.6,21.4,25.8,2.3,2.0,19.9,19.4,0.5,1.1,1.6,.072,-0.4,1.5,1.1,0.9,,nurkiju01
221,Ja'Kobe Walter,21,TOR,SG,57,11,1074,10.6,.566,.647,.210,4.2,9.8,7.0,7.4,2.6,0.8,8.3,14.0,0.8,1.4,2.2,.098,-2.5,1.2,-1.3,0.2,,walteja01
222,Gui Santos,23,GSW,PF,57,21,1071,14.5,.614,.515,.203,6.3,15.6,10.9,16.5,2.2,1.7,16.1,17.6,1.1,1.3,2.4,.106,-0.5,0.8,0.3,0.6,,santogu01
223,Yves Missi,21,NOP,C,56,9,1064,15.1,.549,.004,.342,15.6,16.3,16.0,8.3,0.9,7.4,13.3,12.6,1.3,0.9,2.2,.100,-1.4,-0.5,-1.9,0.0,,missiyv01
224,Jordan Clarkson,33,NYK,SG,59,1,1058,11.2,.548,.455,.181,4.8,5.6,5.2,10.0,1.1,0.9,10.5,21.7,0.5,0.9,1.4,.062,-2.0,-1.7,-3.6,-0.4,,clarkjo01
225,Kris Murray,25,POR,SF,44,15,1051,9.4,.537,.425,.208,7.5,9.6,8.5,6.3,2.0,1.5,13.3,10.7,0.5,0.9,1.4,.066,-2.6,0.6,-2.0,0.0,,murrakr01
226,Jalen Smith,25,CHI,C,50,18,1046,16.8,.599,.540,.233,10.0,24.9,17.5,8.5,1.0,3.2,9.8,19.2,1.4,1.1,2.6,.119,0.3,-1.0,-0.7,0.4,,smithja04
227,Collin Murray-Boyles,20,TOR,PF,47,22,1046,15.3,.605,.177,.266,12.0,13.0,12.5,12.2,2.1,3.8,14.4,14.5,1.5,1.5,3.0,.139,-0.7,1.4,0.7,0.7,,murraco01
228,Daniel Gafford,27,DAL,C,48,38,1040,17.9,.676,.000,.451,11.8,21.3,16.7,6.7,1.7,4.9,15.8,15.3,1.8,1.6,3.4,.158,-1.0,1.5,0.4,0.6,,gaffoda01
229,Giannis Antetokounmpo,31,MIL,PF,36,36,1039,32.8,.658,.075,.597,10.7,27.1,19.0,38.1,1.6,2.3,13.2,37.1,4.0,1.2,5.2,.238,7.7,1.7,9.5,3.0,AS,antetgi01
230,Joel Embiid,31,PHI,C,33,33,1029,24.9,.606,.220,.470,7.1,19.8,13.3,22.5,1.0,3.2,11.9,33.8,2.4,1.0,3.5,.162,5.0,-0.4,4.7,1.7,,embiijo01
231,Craig Porter Jr.,25,CLE,PG,58,2,1024,13.7,.516,.355,.154,8.1,12.6,10.3,23.0,2.6,2.9,17.8,12.4,1.1,1.4,2.5,.116,0.0,2.2,2.2,1.1,,portecr01
232,Landry Shamet,28,NYK,SG,44,11,1022,11.8,.612,.732,.225,1.9,6.9,4.4,8.6,1.2,0.8,7.0,16.0,1.6,0.9,2.5,.116,0.0,0.1,0.1,0.5,,shamela01
233,Christian Braun,24,DEN,SG,32,32,1021,11.5,.577,.367,.292,5.7,11.4,8.6,12.1,1.0,0.9,10.9,14.4,1.2,0.5,1.7,.082,-1.0,-0.9,-1.8,0.1,,braunch01
234,Marvin Bagley III,26,2TM,PF,51,10,1020,19.7,.647,.091,.368,13.7,19.4,16.5,10.6,1.1,3.2,12.2,18.5,2.3,0.7,3.0,.142,1.2,-1.1,0.1,0.5,,baglema01
234,Marvin Bagley III,26,WAS,PF,38,8,731,20.6,.667,.077,.394,13.9,17.5,15.7,11.8,1.3,3.3,13.2,19.0,1.9,0.3,2.2,.145,1.9,-1.1,0.8,0.5,,baglema01
234,Marvin Bagley III,26,DAL,PF,13,2,289,17.3,.593,.125,.302,13.1,24.0,18.6,7.7,0.7,3.2,9.2,17.4,0.5,0.3,0.8,.133,-0.6,-1.2,-1.8,0.0,,baglema01
235,Simone Fontecchio,30,MIA,SF,60,5,1012,13.2,.560,.699,.218,4.9,14.2,9.5,11.6,1.5,0.8,9.1,19.9,0.9,1.2,2.2,.103,0.2,0.0,0.2,0.6,,fontesi01
236,Adem Bona,22,PHI,C,58,10,1010,12.4,.623,.028,.497,11.4,16.4,13.9,3.2,1.1,6.6,17.3,10.9,1.0,1.2,2.2,.105,-3.4,0.3,-3.2,-0.3,,bonaad01
237,Jordan Miller,26,LAC,SF,47,0,1003,15.9,.628,.275,.447,5.0,11.2,8.2,14.5,1.7,0.8,12.4,18.2,1.8,0.7,2.5,.120,0.6,-0.6,0.0,0.5,,millejo02
238,Caleb Love,24,POR,SG,45,1,999,11.0,.500,.598,.101,2.7,9.7,6.1,18.6,1.3,0.4,10.7,23.0,0.0,0.6,0.6,.027,-1.2,-1.7,-2.9,-0.2,,loveca01
239,Coby White,25,2TM,SG,37,26,999,14.6,.576,.516,.377,1.1,12.5,6.9,24.6,1.1,0.4,15.2,27.6,0.5,0.6,1.0,.050,-0.7,-2.1,-2.8,-0.2,,whiteco01
239,Coby White,25,CHI,SG,29,26,843,14.4,.586,.529,.392,0.9,12.6,6.8,24.0,1.1,0.2,16.0,27.4,0.3,0.4,0.7,.042,-1.0,-2.3,-3.3,-0.3,,whiteco01
239,Coby White,25,CHO,SG,8,0,156,15.9,.529,.452,.310,2.2,12.1,7.2,27.7,1.3,1.8,11.2,29.1,0.2,0.1,0.3,.092,0.5,-0.7,-0.3,0.1,,whiteco01
240,Jordan Walsh,21,BOS,PF,58,20,998,13.6,.636,.443,.217,8.6,17.3,13.0,5.7,2.1,2.4,11.7,11.9,1.6,1.5,3.2,.153,-1.3,1.4,0.1,0.5,,walshjo01
241,Drake Powell,20,BRK,SG,51,13,995,7.5,.540,.521,.241,1.8,8.4,5.0,11.2,1.2,0.9,15.3,14.9,-0.2,0.3,0.1,.003,-4.4,-1.4,-5.8,-1.0,,poweldr01
242,Mouhamed Gueye,23,ATL,PF,65,5,994,12.0,.533,.424,.244,8.4,16.8,12.6,7.2,2.6,2.8,9.8,12.9,0.6,1.5,2.1,.102,-2.9,1.1,-1.8,0.0,,gueyemo02
243,Nolan Traoré,19,BRK,PG,45,22,988,7.3,.480,.377,.190,1.5,7.1,4.2,25.4,1.5,1.4,19.6,20.9,-1.5,0.3,-1.1,-0.055,-4.9,-2.3,-7.2,-1.3,,traorno01
244,Andre Drummond,32,PHI,C,50,24,987,16.2,.542,.255,.281,17.9,30.4,24.1,7.3,1.5,3.6,14.5,15.0,1.1,1.5,2.6,.128,-0.7,-0.4,-1.2,0.2,,drumman01
245,Daniss Jenkins,24,DET,PG,57,8,986,12.4,.506,.352,.253,3.5,8.5,6.0,23.9,2.5,1.0,15.1,21.1,0.1,1.4,1.6,.076,-1.9,0.4,-1.4,0.1,,jenkida01
246,Jaxson Hayes,25,LAL,C,56,8,986,17.3,.754,.010,.483,10.1,15.9,13.1,7.1,1.1,3.1,9.0,12.3,3.0,0.9,3.9,.188,0.3,0.2,0.4,0.6,,hayesja02
247,Miles McBride,25,NYK,SG,35,14,981,13.5,.592,.671,.119,2.5,7.8,5.1,13.7,1.5,0.6,6.8,17.7,1.7,0.9,2.7,.130,1.2,0.1,1.3,0.8,,mcbrimi01
248,Darius Garland,26,2TM,PG,33,31,981,16.5,.574,.453,.195,1.7,7.3,4.5,35.2,1.4,0.3,15.5,27.1,1.2,0.6,1.8,.089,1.7,-2.6,-0.9,0.3,,garlada01
248,Darius Garland,26,CLE,PG,26,26,792,15.6,.567,.435,.210,1.7,7.1,4.4,33.3,1.3,0.4,15.1,25.7,0.9,0.5,1.4,.088,0.9,-2.5,-1.5,0.1,,garlada01
248,Darius Garland,26,LAC,PG,7,5,189,20.1,.599,.514,.147,1.9,8.4,5.2,42.8,2.1,0.0,17.1,32.8,0.2,0.1,0.4,.094,4.8,-3.2,1.6,0.2,,garlada01
249,Jarred Vanderbilt,26,LAL,PF,55,3,978,11.0,.543,.417,.228,9.1,20.8,15.1,9.0,2.3,1.7,17.8,12.3,0.3,1.2,1.6,.076,-2.5,0.7,-1.9,0.0,,vandeja01
250,Derrick Jones Jr.,28,LAC,SF,36,31,976,14.2,.614,.427,.260,4.9,8.2,6.6,6.9,1.8,3.9,8.3,15.9,1.4,0.8,2.2,.107,0.0,0.0,0.0,0.5,,jonesde02
251,Mitchell Robinson,27,NYK,C,50,15,974,20.4,.657,.000,.528,24.6,25.7,25.2,6.2,2.2,5.7,14.8,10.3,2.7,2.0,4.7,.229,1.8,1.3,3.1,1.2,,robinmi01
252,Hugo González,19,BOS,SF,63,3,970,10.2,.553,.468,.117,6.5,17.9,12.3,5.0,2.0,2.1,12.7,12.0,0.4,1.5,1.9,.095,-3.3,1.5,-1.8,0.0,,gonzahu01
253,Gradey Dick,22,TOR,SG,63,1,949,10.7,.543,.508,.242,4.4,11.4,7.9,5.9,2.1,0.6,9.1,17.9,0.3,1.1,1.4,.069,-3.1,-0.3,-3.4,-0.3,,dickgr01
254,Isaiah Hartenstein,27,OKC,C,37,36,935,19.4,.638,.024,.371,14.2,25.2,19.9,19.3,1.9,3.1,19.3,16.6,2.0,2.2,4.2,.215,0.8,2.8,3.6,1.3,,harteis01
255,Al Horford,39,GSW,C,43,12,933,14.9,.554,.633,.084,5.1,20.4,12.6,16.9,1.6,4.9,11.3,16.5,0.8,1.3,2.1,.110,0.4,1.4,1.8,0.9,,horfoal01
256,GG Jackson II,21,MEM,PF,45,18,926,15.1,.587,.383,.276,4.6,17.8,11.2,10.6,1.4,3.5,13.3,22.2,0.3,0.9,1.2,.062,-0.7,-0.8,-1.5,0.1,,jacksgg01
257,Jericho Sims,27,MIL,C,52,10,923,11.6,.819,.000,.296,10.7,19.9,15.4,8.4,0.5,1.4,28.6,8.7,1.5,0.6,2.0,.105,-2.7,-0.8,-3.5,-0.4,,simsje01
258,Corey Kispert,26,2TM,SF,47,9,920,13.2,.611,.594,.245,2.4,10.9,6.6,12.0,0.7,0.7,9.2,18.2,1.2,0.3,1.6,.082,0.1,-1.9,-1.8,0.0,,kispeco01
258,Corey Kispert,26,WAS,SF,19,2,370,14.1,.649,.639,.286,1.7,11.1,6.3,12.3,1.0,0.7,9.5,16.7,0.7,0.0,0.7,.085,1.0,-2.1,-1.0,0.1,,kispeco01
258,Corey Kispert,26,ATL,SF,28,7,550,12.6,.589,.569,.223,2.9,10.7,6.8,11.8,0.5,0.7,9.0,19.3,0.6,0.3,0.9,.080,-0.5,-1.8,-2.3,0.0,,kispeco01
259,Jared McCain,21,2TM,SG,53,1,917,11.5,.549,.539,.127,2.1,11.4,6.7,11.7,1.7,0.2,10.6,20.3,0.2,0.9,1.1,.056,-1.6,-0.6,-2.2,0.0,,mccaija01
259,Jared McCain,21,PHI,SG,37,1,620,9.5,.506,.515,.108,1.0,12.5,6.7,14.1,1.7,0.3,11.0,18.6,-0.2,0.5,0.3,.024,-2.9,-0.8,-3.8,-0.3,,mccaija01
259,Jared McCain,21,OKC,SG,16,0,297,15.5,.620,.580,.159,4.2,9.1,6.7,6.6,1.6,0.0,9.8,23.9,0.3,0.4,0.8,.122,1.3,-0.3,1.1,0.2,,mccaija01
260,Tyus Jones,29,3TM,PG,60,10,915,8.2,.441,.630,.045,1.2,6.5,3.8,21.0,1.9,0.3,9.7,10.5,0.2,0.8,1.0,.052,-3.0,0.5,-2.4,-0.1,,jonesty01
260,Tyus Jones,29,ORL,PG,48,8,754,8.5,.448,.646,.038,1.3,6.5,3.9,19.8,2.1,0.4,8.0,9.8,0.3,0.7,1.0,.066,-2.7,1.1,-1.6,0.1,,jonesty01
260,Tyus Jones,29,DAL,PG,8,2,133,8.8,.444,.559,.059,0.8,6.2,3.6,29.4,1.1,0.0,12.5,12.6,0.0,0.1,0.1,.033,-3.1,-1.3,-4.3,-0.1,,jonesty01
260,Tyus Jones,29,DEN,PG,4,0,28,-3.1,.296,.625,.125,0.0,7.7,4.0,13.2,0.0,0.0,26.2,17.8,-0.1,0.0,-0.1,-0.229,-9.0,-5.7,-14.7,-0.1,,jonesty01
261,Caris LeVert,31,DET,SG,47,0,912,10.3,.511,.479,.215,2.0,8.1,5.0,17.5,2.2,3.3,16.4,18.0,-0.3,1.3,1.1,.056,-2.2,1.3,-0.9,0.3,,leverca01
262,Luka Garza,27,BOS,C,58,4,906,18.9,.679,.372,.368,15.4,11.3,13.4,8.6,1.2,2.7,10.7,16.6,3.1,1.0,4.1,.217,1.8,0.1,1.9,0.9,,garzalu01
263,Pat Spencer,29,GSW,PG,52,12,905,12.4,.515,.379,.146,4.5,9.9,7.2,28.1,2.0,0.3,15.4,18.5,0.5,0.8,1.3,.069,-1.6,-0.2,-1.8,0.0,,spencpa01
264,Franz Wagner,24,ORL,SF,28,26,891,19.6,.591,.269,.407,5.1,15.0,10.0,18.3,1.6,0.9,8.7,26.3,1.8,1.0,2.7,.148,2.9,0.0,2.9,1.1,,wagnefr01
265,Gary Payton II,33,GSW,SG,61,1,886,16.8,.601,.342,.083,9.7,16.4,13.0,17.3,2.7,2.0,14.0,18.7,1.1,1.2,2.3,.127,-0.1,1.2,1.1,0.7,,paytoga02
266,Ryan Nembhard,22,DAL,PG,48,20,881,10.2,.496,.371,.065,1.1,9.6,5.5,35.4,0.9,0.1,18.6,17.7,-0.1,0.5,0.4,.022,-2.6,-1.8,-4.4,-0.5,,nembhry01
267,Bryce McGowens,23,NOP,SG,42,13,880,11.8,.610,.392,.401,1.5,9.4,5.4,9.5,1.5,1.0,5.7,14.0,1.4,0.3,1.8,.096,-2.0,-0.9,-2.9,-0.2,,mcgowbr01
268,Taylor Hendricks,22,2TM,PF,49,10,879,12.2,.579,.502,.223,7.0,15.1,11.0,7.3,1.7,2.3,11.9,15.8,0.5,0.5,1.0,.056,-1.2,-1.5,-2.7,-0.2,,hendrta01
268,Taylor Hendricks,22,UTA,PF,33,6,492,10.3,.574,.547,.250,6.3,15.8,11.0,6.5,1.3,1.6,12.3,13.6,0.3,0.1,0.4,.036,-1.7,-1.8,-3.5,-0.2,,hendrta01
268,Taylor Hendricks,22,MEM,PF,16,4,387,14.6,.584,.461,.199,7.8,14.4,11.0,8.3,2.2,3.1,11.5,18.6,0.2,0.4,0.6,.081,-0.6,-1.1,-1.7,0.0,,hendrta01
269,Bones Hyland,25,MIN,PG,59,3,871,15.0,.597,.630,.163,2.7,9.2,6.0,24.1,1.7,1.4,12.1,19.6,1.5,0.8,2.4,.131,1.0,0.2,1.2,0.7,,hylanbo01
270,Rayan Rupert,21,2TM,SG,58,3,866,7.4,.490,.470,.145,4.3,13.4,8.8,6.8,2.4,0.6,13.2,13.6,-0.4,0.9,0.5,.028,-5.3,0.1,-5.1,-0.7,,ruperra01
270,Rayan Rupert,21,POR,SG,48,0,577,5.8,.447,.483,.095,4.2,11.9,8.0,7.8,2.4,0.3,15.5,12.7,-0.5,0.6,0.1,.007,-5.8,0.7,-5.2,-0.5,,ruperra01
270,Rayan Rupert,21,MEM,SG,10,3,289,10.6,.558,.448,.230,4.5,16.2,10.3,4.7,2.5,1.3,9.5,15.2,0.1,0.3,0.4,.069,-4.1,-0.9,-5.0,-0.2,,ruperra01
271,Caleb Martin,30,DAL,SF,58,12,856,9.4,.526,.302,.323,3.5,13.9,8.8,12.4,2.2,1.5,15.6,12.5,0.0,1.0,0.9,.053,-4.0,1.7,-2.3,-0.1,,martica02
272,De'Anthony Melton,27,GSW,PG,37,13,843,14.8,.534,.449,.236,3.5,11.5,7.4,16.5,3.4,1.6,12.0,26.4,-0.2,1.2,1.0,.055,-2.1,0.4,-1.8,0.0,,meltode01
273,Cam Thomas,24,2TM,SG,40,8,842,12.9,.530,.369,.360,1.5,7.9,4.6,21.0,0.4,0.3,11.4,30.2,-0.3,0.0,-0.2,-0.013,-0.9,-4.0,-4.9,-0.6,,thomaca02
273,Cam Thomas,24,BRK,SG,24,8,582,12.4,.527,.380,.351,1.7,7.1,4.3,22.4,0.3,0.3,11.9,30.2,-0.2,0.0,-0.2,-0.017,-0.8,-4.3,-5.0,-0.4,,thomaca02
273,Cam Thomas,24,MIL,SG,16,0,260,14.0,.535,.343,.380,0.9,9.8,5.4,17.8,0.6,0.4,10.1,30.3,-0.1,0.0,0.0,-0.003,-1.2,-3.4,-4.7,-0.2,,thomaca02
274,Ochai Agbaji,25,2TM,SG,54,13,841,9.0,.532,.428,.144,5.4,11.3,8.3,7.0,1.3,1.9,10.3,13.9,0.1,0.8,0.9,.053,-3.6,-0.3,-3.9,-0.4,,agbajoc01
274,Ochai Agbaji,25,TOR,SG,42,13,650,7.5,.495,.382,.171,5.6,10.9,8.2,6.1,1.3,1.6,9.4,13.3,0.0,0.7,0.6,.047,-4.8,-0.1,-4.9,-0.5,,agbajoc01
274,Ochai Agbaji,25,BRK,SG,12,0,191,13.9,.642,.559,.068,4.6,12.7,8.5,10.2,1.6,2.9,12.9,15.9,0.2,0.1,0.3,.072,0.6,-0.8,-0.2,0.1,,agbajoc01
275,T.J. McConnell,33,IND,PG,49,2,840,19.8,.553,.107,.062,2.4,11.8,6.9,48.8,2.9,0.8,12.5,23.8,1.2,0.8,1.9,.111,1.4,0.4,1.8,0.8,,mccontj01
276,Alex Caruso,31,OKC,SG,45,0,838,13.6,.543,.589,.171,3.5,11.8,7.8,14.1,3.7,1.8,12.3,16.4,0.3,1.8,2.2,.125,-1.0,3.4,2.4,0.9,,carusal01
277,Nae'Qwan Tomlin,25,CLE,PF,53,2,837,12.7,.533,.364,.201,9.0,10.5,9.8,6.9,2.2,3.2,7.3,15.8,0.8,1.0,1.8,.103,-2.5,0.5,-2.0,0.0,,tomlina01
278,Mike Conley,38,MIN,PG,46,9,831,8.9,.494,.757,.260,2.0,8.4,5.3,19.1,1.5,1.3,12.0,11.4,0.7,0.7,1.4,.081,-2.6,0.7,-1.9,0.0,,conlemi01
279,Jordan Poole,26,NOP,PG,34,6,826,11.6,.530,.647,.258,1.0,8.1,4.6,17.9,1.2,1.6,12.1,25.0,0.0,0.2,0.3,.015,-0.8,-2.4,-3.2,-0.3,,poolejo01
280,Jakob Poeltl,30,TOR,C,32,30,824,17.4,.701,.000,.333,11.9,21.8,16.8,11.6,1.5,2.7,15.7,14.2,1.8,1.2,3.0,.175,0.0,1.3,1.3,0.7,,poeltja01
281,Paul George,35,PHI,PF,27,27,824,15.6,.556,.489,.215,1.8,17.0,9.3,18.1,2.3,1.5,10.2,22.1,0.7,1.0,1.7,.097,0.5,0.4,0.9,0.6,,georgpa01
282,Vince Williams Jr.,25,2TM,SG,40,12,820,10.8,.478,.606,.171,5.1,15.5,10.2,27.3,1.7,1.8,18.2,19.4,-0.3,0.7,0.3,.019,-1.5,0.5,-1.0,0.2,,willivi01
282,Vince Williams Jr.,25,MEM,PG,34,12,736,10.9,.478,.602,.174,5.0,15.1,10.0,27.5,1.7,1.8,18.1,19.6,-0.3,0.6,0.3,.022,-1.5,0.6,-0.9,0.2,,willivi01
282,Vince Williams Jr.,25,UTA,SG,6,0,84,9.9,.470,.643,.143,6.4,18.5,12.3,25.5,1.1,2.4,19.0,18.1,0.0,0.0,0.0,-0.010,-1.8,-0.4,-2.2,0.0,,willivi01
283,Isaiah Jackson,24,2TM,C,49,14,800,16.6,.632,.005,.476,13.4,22.2,17.7,8.2,2.0,4.8,16.7,16.0,1.1,1.0,2.2,.130,-2.4,0.7,-1.7,0.1,,jacksis01
283,Isaiah Jackson,24,IND,C,38,14,638,15.3,.615,.006,.448,14.1,22.0,17.9,7.1,1.9,3.9,17.9,16.0,0.7,0.8,1.4,.108,-3.1,0.3,-2.8,-0.1,,jacksis01
283,Isaiah Jackson,24,LAC,C,11,0,162,21.7,.698,.000,.585,10.4,23.0,16.9,12.3,2.1,8.2,12.0,16.0,0.5,0.3,0.7,.217,0.2,2.3,2.5,0.2,,jacksis01
284,Robert Williams,28,POR,C,47,1,795,23.0,.744,.101,.212,14.3,29.6,21.8,9.3,1.9,8.3,15.3,13.0,2.1,1.5,3.6,.218,2.6,2.6,5.2,1.5,,williro04
285,Keegan Murray,25,SAC,PF,23,22,793,11.7,.499,.373,.163,4.5,14.3,9.3,6.8,1.5,4.1,7.7,18.7,-0.2,0.4,0.2,.013,-2.1,-1.0,-3.1,-0.2,,murrake02
286,Nikola Jović,22,MIA,PF,45,1,791,9.8,.485,.531,.331,3.2,16.6,9.9,16.6,1.5,1.9,15.7,21.2,-0.8,1.1,0.2,.015,-3.3,0.2,-3.0,-0.2,,jovicni01
287,Karlo Matković,24,NOP,PF,55,2,780,17.6,.732,.374,.179,8.5,19.2,13.8,8.6,1.3,5.9,12.1,12.8,1.9,0.8,2.6,.161,0.9,0.6,1.5,0.7,,matkoka01
288,Clint Capela,31,HOU,C,61,2,774,17.7,.537,.000,.330,19.2,21.4,20.3,6.9,1.9,6.1,13.5,13.7,1.1,1.4,2.4,.152,-0.5,0.8,0.3,0.4,,capelca01
289,Buddy Hield,33,2TM,SG,45,3,773,12.4,.560,.651,.113,3.6,11.8,7.7,12.5,2.3,1.1,12.0,19.6,0.2,0.8,1.0,.061,-1.2,0.0,-1.2,0.2,,hieldbu01
289,Buddy Hield,33,GSW,SG,44,3,768,12.6,.562,.650,.113,3.7,11.9,7.7,12.6,2.3,1.1,11.8,19.6,0.2,0.8,1.0,.064,-1.0,0.0,-1.0,0.2,,hieldbu01
289,Buddy Hield,33,ATL,SG,1,0,5,-16.5,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,16.7,0.0,0.0,0.0,-0.465,-17.5,-8.6,-26.2,0.0,,hieldbu01
290,Tyrese Martin,26,2TM,SG,44,6,771,10.3,.499,.598,.101,4.9,12.7,8.6,15.7,1.6,0.7,12.2,18.5,-0.3,0.4,0.1,.007,-1.9,-1.4,-3.3,-0.3,,martity01
290,Tyrese Martin,26,BRK,SG,37,6,696,10.9,.507,.596,.102,5.1,12.9,8.8,15.6,1.6,0.5,11.0,18.7,-0.1,0.3,0.2,.016,-1.4,-1.6,-3.0,-0.2,,martity01
290,Tyrese Martin,26,PHI,SG,7,0,75,5.4,.411,.619,.095,2.9,10.5,6.6,16.1,1.9,2.5,24.2,16.3,-0.2,0.1,-0.1,-0.076,-5.9,-0.3,-6.2,-0.1,,martity01
291,Justin Edwards,22,PHI,SF,51,8,769,11.8,.572,.573,.128,3.2,8.7,6.0,11.8,2.7,1.2,10.8,15.2,0.6,0.7,1.4,.085,-1.9,0.8,-1.2,0.2,,edwarju01
292,Guerschon Yabusele,30,2TM,C,57,12,765,10.9,.546,.628,.209,6.0,19.0,12.6,8.5,1.2,1.3,11.4,15.9,0.3,0.8,1.1,.070,-1.7,-0.4,-2.1,0.0,,yabusgu01
292,Guerschon Yabusele,30,NYK,C,41,0,366,8.6,.499,.636,.112,7.2,19.1,13.1,6.4,0.8,1.4,11.8,14.8,0.0,0.4,0.4,.056,-3.2,-0.6,-3.7,-0.2,,yabusgu01
292,Guerschon Yabusele,30,CHI,C,16,12,399,13.0,.583,.622,.291,4.9,19.0,12.0,10.4,1.5,1.3,11.2,17.0,0.3,0.4,0.7,.083,-0.4,-0.2,-0.6,0.1,,yabusgu01
293,Trendon Watford,25,PHI,PF,45,7,756,12.6,.563,.189,.250,4.9,17.4,11.0,21.3,1.0,2.2,16.8,17.0,0.5,0.7,1.2,.075,-2.2,0.2,-2.0,0.0,,watfotr01
294,Jalen Williams,24,OKC,SG,26,26,755,18.8,.555,.175,.279,2.5,14.4,8.7,28.7,2.1,1.2,10.9,26.4,0.9,1.4,2.3,.148,1.0,1.1,2.0,0.8,,willija06
295,Olivier-Maxence Prosper,23,MEM,PF,43,14,749,15.3,.645,.416,.300,6.4,14.3,10.3,7.9,1.6,1.5,11.6,17.7,1.1,0.6,1.7,.110,0.1,-1.3,-1.2,0.2,,prospol01
296,Aaron Gordon,30,DEN,PF,27,24,749,19.7,.621,.396,.409,6.1,18.1,12.4,13.3,1.1,0.9,7.0,23.1,1.9,0.6,2.5,.160,3.5,-1.2,2.3,0.8,,gordoaa01
297,Jonas Valančiūnas,33,DEN,C,56,5,748,21.1,.631,.059,.345,13.1,27.4,20.5,14.2,0.9,3.7,14.7,25.3,1.5,0.9,2.4,.152,0.0,-0.4,-0.4,0.3,,valanjo01
298,John Konchar,29,2TM,SG,43,5,747,11.5,.529,.581,.171,5.6,15.7,10.6,11.1,3.7,3.1,15.5,8.3,0.4,0.9,1.3,.085,-2.3,3.1,0.8,0.5,,konchjo01
298,John Konchar,29,MEM,SG,30,1,435,12.9,.619,.549,.183,4.9,18.0,11.4,11.8,3.4,2.8,15.4,8.6,0.4,0.6,1.1,.118,-1.2,3.6,2.4,0.5,,konchjo01
298,John Konchar,29,UTA,SG,13,4,312,9.5,.387,.630,.152,6.5,12.4,9.4,10.2,4.2,3.5,15.5,7.7,-0.1,0.3,0.2,.038,-4.0,2.5,-1.5,0.0,,konchjo01
299,Jaylen Clark,24,MIN,SG,59,0,739,10.0,.528,.424,.326,7.2,8.0,7.6,5.6,2.5,1.0,8.3,13.1,0.5,0.8,1.3,.083,-3.4,0.7,-2.7,-0.1,,clarkja02
300,Goga Bitadze,26,ORL,C,49,2,736,20.8,.707,.065,.394,15.0,21.0,18.0,11.2,2.0,6.2,11.1,12.9,2.3,1.3,3.6,.232,1.2,2.3,3.5,1.0,,bitadgo01
301,Kasparas Jakučionis,19,MIA,PG,41,11,733,11.1,.603,.658,.225,4.6,11.0,7.8,16.9,1.8,0.5,17.3,13.7,0.8,0.9,1.6,.107,-1.6,1.1,-0.5,0.3,,jakucka01
