Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Amen Thompson,23,HOU,PG,65,65,2411,18.3,.581,.122,.372,8.8,14.2,11.5,20.8,2.0,1.5,14.2,20.2,4.7,3.0,7.7,.152,1.3,0.9,2.2,2.6,,thompam01
2,Kevin Durant,37,HOU,SF,64,64,2335,20.7,.633,.319,.332,1.7,14.8,8.4,19.5,1.1,2.3,13.6,27.2,5.8,2.6,8.3,.171,3.9,0.1,4.0,3.5,AS,duranke01
3,Tyrese Maxey,25,PHI,PG,61,61,2334,22.6,.589,.406,.279,0.8,11.2,5.9,29.7,2.6,2.0,9.0,29.9,5.6,2.5,8.0,.166,5.3,0.6,5.8,4.6,AS,maxeyty01
4,Toumani Camara,25,POR,PF,69,69,2304,10.4,.555,.661,.159,5.2,12.2,8.6,10.9,1.5,1.2,14.1,16.2,1.0,1.9,2.9,.060,-1.6,-0.3,-2.0,0.0,,camarto01
5,Mikal Bridges,29,NYK,SF,69,69,2302,15.7,.584,.431,.100,3.4,10.2,6.8,16.3,2.1,2.5,7.6,17.5,4.1,3.0,7.1,.147,1.5,1.6,3.1,3.0,,bridgmi01
6,Desmond Bane,27,ORL,SG,67,67,2294,17.2,.608,.346,.270,3.9,9.5,6.7,19.5,1.4,1.2,10.6,23.4,4.3,2.1,6.4,.134,1.7,-0.3,1.4,1.9,,banede01
7,Julius Randle,31,MIN,PF,68,68,2249,18.9,.588,.295,.399,5.8,17.0,11.5,23.4,1.5,0.7,12.9,26.3,4.3,2.5,6.7,.144,1.7,-0.2,1.5,2.0,,randlju01
8,Jalen Brunson,29,NYK,PG,64,64,2231,20.3,.581,.367,.292,1.4,9.5,5.4,30.7,1.1,0.4,9.4,30.5,5.8,2.0,7.7,.166,4.2,-1.0,3.2,2.9,AS,brunsja01
9,Scottie Barnes,24,TOR,PF,65,65,2230,18.9,.573,.205,.263,6.6,19.3,12.9,23.7,1.9,4.4,13.9,23.6,2.5,3.6,6.1,.132,1.4,2.0,3.5,3.1,AS,barnesc01
10,Derrick White,31,BOS,SG,65,65,2228,17.1,.531,.577,.188,3.6,10.6,7.1,23.7,1.7,4.2,9.8,23.1,3.4,2.9,6.4,.137,2.8,0.9,3.8,3.3,,whitede01
11,Brandon Ingram,28,TOR,SF,65,65,2222,16.4,.566,.281,.269,2.6,16.1,9.3,17.3,1.1,2.0,11.3,27.3,1.2,2.6,3.7,.081,1.0,-0.6,0.4,1.4,AS,ingrabr01
12,Jamal Murray,28,DEN,PG,63,63,2205,22.0,.613,.399,.289,1.4,12.1,7.0,32.2,1.3,1.0,10.1,28.7,6.2,1.4,7.6,.165,5.4,-1.5,3.9,3.3,AS,murraja01
13,Jabari Smith Jr.,22,HOU,PF,63,63,2199,13.9,.573,.488,.212,4.8,16.7,10.8,7.3,1.2,2.5,8.8,17.8,3.0,2.6,5.6,.123,-0.4,0.0,-0.4,0.9,,smithja05
14,DeMar DeRozan,36,SAC,PF,68,68,2167,18.0,.597,.149,.442,1.5,9.2,5.3,19.3,1.7,0.9,7.3,22.7,4.8,0.6,5.3,.118,0.9,-0.7,0.2,1.2,,derozde01
15,Nickeil Alexander-Walker,27,ATL,SG,65,58,2165,15.5,.592,.528,.249,2.0,9.4,5.6,16.1,1.8,1.5,11.2,24.2,2.1,2.1,4.1,.092,0.8,-0.7,0.1,1.1,,alexani01
16,Payton Pritchard,28,BOS,PG,66,49,2153,16.9,.572,.516,.127,2.9,10.7,6.9,24.0,1.2,0.4,8.3,21.1,4.9,2.0,6.9,.155,2.2,-0.3,1.8,2.1,,pritcpa01
17,Jalen Johnson,24,ATL,SF,61,61,2150,21.3,.585,.266,.323,4.4,27.8,16.0,35.0,1.8,1.2,14.6,27.1,3.5,3.2,6.7,.151,3.2,1.4,4.6,3.6,AS,johnsja05
18,Kon Knueppel,20,CHO,SF,67,66,2141,17.9,.652,.597,.218,4.4,14.3,9.4,16.7,1.1,0.7,12.1,22.2,5.2,1.8,7.0,.158,3.7,-0.5,3.3,2.8,,knuepko01
19,VJ Edgecombe,20,PHI,SG,61,61,2136,13.2,.531,.423,.185,5.1,12.6,8.8,16.1,2.0,1.5,11.5,19.7,1.1,2.0,3.1,.069,-0.9,-0.2,-1.0,0.5,,edgecvj01
20,Dyson Daniels,22,ATL,SG,64,64,2132,14.9,.530,.143,.160,7.4,14.4,10.8,24.5,2.7,1.1,14.2,15.8,2.2,2.8,5.0,.114,-1.0,1.6,0.6,1.4,,daniedy01
21,Trey Murphy III,25,NOP,SF,60,60,2122,18.8,.616,.530,.236,3.1,14.3,8.6,16.9,2.1,0.9,9.4,23.1,4.4,1.4,5.8,.132,3.3,-0.7,2.7,2.5,,murphtr02
22,Donte DiVincenzo,29,MIN,SG,68,68,2101,13.4,.584,.763,.134,3.4,12.3,8.0,17.6,2.1,1.0,12.0,16.6,2.7,2.4,5.1,.116,0.5,0.7,1.2,1.7,,divindo01
23,Ryan Rollins,23,MIL,PG,65,58,2101,15.9,.580,.438,.146,2.7,13.2,8.0,26.5,2.3,1.3,15.4,23.4,1.5,1.7,3.2,.073,0.4,-0.4,0.1,1.1,,rolliry01
24,Cade Cunningham,24,DET,PG,60,60,2090,22.0,.566,.308,.330,2.8,15.0,9.0,45.1,2.1,2.5,14.6,30.5,4.4,3.4,7.8,.179,5.0,1.4,6.4,4.4,AS,cunnica01
25,Jaden McDaniels,25,MIN,PF,66,66,2089,13.8,.620,.314,.230,3.7,10.9,7.4,12.3,1.6,2.7,13.8,18.1,2.4,2.2,4.6,.107,-0.9,0.4,-0.6,0.8,,mcdanja02
26,Immanuel Quickley,26,TOR,PG,64,64,2088,16.7,.580,.524,.240,1.9,12.5,7.1,26.8,1.9,0.2,9.5,21.4,3.8,2.3,6.1,.140,1.9,0.3,2.2,2.2,,quickim01
27,Jaylen Brown,29,BOS,SF,61,61,2080,22.3,.572,.263,.336,3.7,18.8,11.3,26.5,1.5,1.3,12.6,36.2,3.1,2.8,6.0,.137,3.7,-0.1,3.5,2.9,AS,brownja02
28,Anthony Edwards,24,MIN,SG,58,58,2061,22.4,.621,.418,.359,1.9,13.7,7.9,17.4,1.9,2.1,10.7,31.6,4.2,2.4,6.7,.155,5.0,-0.2,4.8,3.5,AS,edwaran01
29,Rudy Gobert,33,MIN,C,65,65,2042,17.5,.679,.010,.681,13.6,25.7,19.8,7.6,1.2,4.4,14.7,12.5,4.3,3.2,7.5,.176,0.1,0.8,0.9,1.5,,goberru01
30,James Harden,36,2TM,PG,58,58,2027,20.9,.606,.508,.471,2.1,13.7,8.0,35.7,1.6,1.0,15.5,29.4,4.6,1.6,6.2,.147,4.7,-0.9,3.8,2.9,,hardeja01
30,James Harden,36,LAC,PG,44,44,1559,21.8,.598,.505,.485,2.1,13.4,7.9,36.7,1.8,1.0,14.8,31.2,3.6,1.2,4.8,.148,4.8,-1.0,3.8,2.3,,hardeja01
30,James Harden,36,CLE,PG,14,14,468,18.0,.644,.525,.408,2.1,14.8,8.4,32.4,0.8,1.2,18.8,23.3,1.0,0.4,1.4,.144,4.2,-0.6,3.6,0.7,,hardeja01
31,Donovan Mitchell,29,CLE,SG,60,60,2009,23.2,.611,.454,.297,2.4,12.1,7.2,29.3,2.2,0.8,11.3,32.6,5.0,2.2,7.2,.173,5.5,-0.1,5.4,3.8,AS,mitchdo01
32,Miles Bridges,27,CHO,PF,63,63,2002,15.7,.561,.442,.246,3.5,17.0,10.3,16.4,0.9,1.3,8.7,22.8,3.0,1.9,4.9,.117,1.1,-0.5,0.6,1.3,,bridgmi02
33,Luka Dončić,26,LAL,PG,56,56,2001,27.7,.613,.474,.450,2.1,23.3,13.0,41.0,2.1,1.5,13.0,37.5,5.8,2.4,8.3,.198,7.8,1.3,9.1,5.6,AS,doncilu01
34,Karl-Anthony Towns,30,NYK,C,64,64,1999,21.4,.614,.308,.409,10.7,31.4,21.0,14.0,1.4,1.9,13.3,25.6,4.5,3.5,8.0,.191,2.3,0.5,2.8,2.4,AS,townska01
35,Paolo Banchero,23,ORL,PF,57,57,1993,17.8,.567,.237,.506,3.5,23.8,13.6,22.4,0.8,1.6,13.0,27.3,1.8,2.4,4.2,.101,1.4,0.0,1.4,1.7,,banchpa01
36,Royce O'Neale,32,PHO,SF,68,63,1978,11.4,.586,.826,.053,2.7,16.3,9.3,13.2,1.9,1.3,14.0,14.4,1.5,2.3,3.8,.092,-0.5,0.8,0.4,1.2,,onealro01
37,Onyeka Okongwu,25,ATL,C,62,51,1946,16.3,.596,.441,.226,6.2,20.7,13.4,14.4,1.7,3.2,11.9,20.0,2.2,2.8,5.0,.123,0.0,0.7,0.7,1.4,,okongon01
38,Naji Marshall,28,DAL,SF,66,39,1945,16.0,.609,.262,.380,3.4,13.6,8.6,16.2,1.6,0.3,11.0,20.1,2.8,1.7,4.6,.113,-0.2,0.2,0.0,1.0,,marshna01
39,Matas Buzelis,21,CHI,PF,67,67,1940,15.2,.593,.505,.250,3.9,16.6,10.3,10.6,1.1,4.5,12.7,22.6,0.8,1.8,2.7,.066,-0.4,-0.3,-0.7,0.6,,buzelma01
40,Alperen Şengün,23,HOU,C,58,58,1938,20.7,.554,.114,.347,10.1,19.4,14.8,28.5,1.9,3.0,15.5,27.1,2.8,2.9,5.7,.141,2.2,1.3,3.5,2.6,AS,sengual01
41,Collin Gillespie,26,PHO,PG,67,48,1927,15.9,.587,.675,.107,4.1,12.4,8.1,23.9,2.2,0.7,12.8,18.9,3.3,2.1,5.4,.135,2.3,0.6,2.9,2.4,,gilleco01
42,Saddiq Bey,26,NOP,SF,62,54,1916,17.1,.574,.427,.320,5.8,14.3,10.0,11.9,1.4,0.2,5.7,21.4,3.8,0.9,4.7,.118,2.1,-1.8,0.3,1.1,,beysa01
43,Brandin Podziemski,22,GSW,SG,68,29,1914,14.3,.566,.470,.244,3.6,17.0,10.2,19.4,1.9,0.6,12.0,19.6,1.9,2.1,4.0,.099,-0.2,0.1,-0.1,0.9,,podzibr01
44,Cooper Flagg,19,DAL,SF,57,57,1912,17.2,.546,.209,.277,3.7,16.8,10.4,21.1,1.6,2.2,11.0,26.0,0.9,2.2,3.0,.077,0.6,0.5,1.1,1.5,,flaggco01
45,Bam Adebayo,28,MIA,C,60,60,1911,18.5,.551,.339,.361,6.7,24.8,15.7,13.1,1.7,2.0,8.8,25.4,2.0,3.2,5.2,.130,1.3,0.6,1.9,1.9,,adebaba01
46,Wendell Carter Jr.,26,ORL,C,64,64,1896,14.4,.613,.372,.346,8.0,20.4,14.2,10.0,1.3,2.0,11.4,15.5,2.9,2.4,5.3,.135,-0.8,0.6,-0.2,0.8,,cartewe01
47,Julian Champagnie,24,SAS,SF,68,54,1892,13.0,.608,.753,.213,3.6,18.6,11.3,7.1,1.4,1.4,9.0,15.2,2.3,2.8,5.0,.127,0.5,0.8,1.3,1.6,,champju02
48,Max Christie,22,DAL,SG,64,55,1887,11.4,.607,.603,.178,0.8,11.0,6.0,9.8,0.9,0.9,10.7,16.6,1.4,1.3,2.6,.067,-0.7,-0.5,-1.2,0.4,,chrisma02
49,Shai Gilgeous-Alexander,27,OKC,PG,56,56,1881,31.3,.665,.228,.462,1.8,12.3,7.2,35.6,2.0,2.4,8.2,33.4,9.5,3.4,12.9,.330,9.0,3.0,12.0,6.6,AS,gilgesh01
50,CJ McCollum,34,2TM,PG,63,47,1880,15.3,.561,.449,.216,2.8,9.7,6.2,18.6,1.2,1.1,9.7,25.6,1.4,0.6,2.0,.051,1.0,-2.1,-1.2,0.4,,mccolcj01
50,CJ McCollum,34,WAS,SG,35,35,1082,15.3,.573,.461,.193,2.2,10.1,6.1,18.2,1.1,0.7,9.2,24.4,1.1,-0.1,1.1,.048,1.2,-2.7,-1.5,0.1,,mccolcj01
50,CJ McCollum,34,ATL,PG,28,12,798,15.3,.547,.434,.244,3.6,9.2,6.3,19.2,1.4,1.7,10.4,27.2,0.2,0.7,0.9,.056,0.6,-1.3,-0.7,0.3,,mccolcj01
51,Kris Dunn,31,LAC,PG,68,62,1870,11.8,.592,.440,.182,3.2,10.7,7.1,18.3,2.8,0.5,17.2,12.7,1.7,1.8,3.5,.090,-2.1,1.3,-0.8,0.6,,dunnkr01
52,Quentin Grimes,25,PHI,SG,62,15,1862,13.1,.588,.534,.333,2.3,11.3,6.8,16.1,1.5,1.2,14.0,18.8,1.7,1.4,3.1,.080,-0.8,-0.6,-1.4,0.3,,grimequ01
53,De'Aaron Fox,28,SAS,PG,59,59,1862,18.0,.584,.379,.247,2.1,10.4,6.3,30.1,1.8,0.8,12.3,24.8,3.1,2.4,5.5,.142,1.9,0.5,2.5,2.1,AS,foxde01
54,Pascal Siakam,31,IND,PF,55,55,1844,18.8,.563,.260,.336,4.7,17.3,10.8,20.5,1.6,1.1,9.3,29.6,1.3,1.4,2.7,.070,2.2,-0.9,1.3,1.5,AS,siakapa01
55,Anthony Black,22,ORL,PG,60,40,1841,13.9,.552,.385,.292,2.6,11.4,7.0,18.6,2.3,2.0,13.1,22.0,0.4,2.3,2.8,.072,-1.1,0.6,-0.5,0.7,,blackan01
56,Bub Carrington,20,WAS,PG,67,33,1828,9.3,.535,.577,.153,1.8,12.4,7.0,22.7,1.1,0.7,20.1,17.3,-0.6,0.1,-0.5,-0.013,-2.7,-2.1,-4.8,-1.3,,carrica01
57,A.J. Green,26,MIL,SG,63,59,1828,8.6,.616,.902,.088,1.0,8.4,4.7,8.7,0.8,0.3,9.8,13.4,1.3,0.4,1.7,.045,-2.0,-1.7,-3.7,-0.8,,greenaj01
58,OG Anunoby,28,NYK,PF,55,55,1822,15.8,.611,.477,.286,4.6,13.0,8.8,9.4,2.5,2.2,12.3,20.0,2.3,2.7,5.0,.132,0.7,1.2,1.9,1.8,,anunoog01
59,Tim Hardaway Jr.,33,DEN,SG,67,5,1820,13.8,.632,.694,.256,0.7,9.6,5.4,6.8,0.9,0.5,4.9,18.5,3.1,0.7,3.8,.101,1.4,-2.0,-0.6,0.6,,hardati02
60,Nikola Jokić,30,DEN,C,52,52,1811,33.5,.679,.273,.443,10.2,30.2,20.6,51.0,2.1,2.2,15.2,31.1,9.7,2.7,12.4,.328,10.6,4.2,14.8,7.6,AS,jokicni01
61,Jaime Jaquez Jr.,24,MIA,SF,63,1,1810,15.3,.560,.177,.261,4.7,14.0,9.3,23.8,1.3,0.9,13.4,22.0,1.6,2.1,3.7,.098,-0.2,0.4,0.2,1.0,,jaqueja01
62,Russell Westbrook,37,SAC,SF,62,56,1801,15.2,.530,.450,.215,4.7,16.8,10.6,34.1,2.2,0.5,18.5,26.1,-0.6,1.0,0.4,.012,0.6,-1.0,-0.4,0.7,,westbru01
63,Duncan Robinson,31,DET,SF,65,65,1794,12.0,.617,.780,.159,1.7,9.0,5.4,9.8,1.0,1.2,6.6,15.5,3.1,1.9,5.0,.134,0.6,-0.1,0.5,1.2,,robindu01
64,Keyonte George,22,UTA,PG,54,54,1786,18.8,.609,.410,.429,1.4,10.9,6.1,29.0,1.5,0.8,13.7,28.1,3.3,0.1,3.5,.093,3.0,-2.2,0.9,1.3,,georgke01
65,Cason Wallace,22,OKC,SG,65,54,1775,11.9,.526,.487,.114,3.5,8.9,6.3,13.2,3.7,1.2,11.0,14.7,0.6,3.6,4.2,.115,-2.3,3.2,0.9,1.3,,wallaca01
66,Deni Avdija,25,POR,SF,53,53,1771,20.2,.600,.384,.562,3.5,19.0,11.1,32.0,1.2,1.7,16.1,29.0,3.6,1.7,5.3,.144,3.8,0.3,4.1,2.7,AS,avdijde01
67,Andrew Wiggins,30,MIA,SF,57,57,1765,15.3,.579,.393,.190,5.8,11.1,8.5,12.7,1.7,3.0,10.4,20.0,1.8,2.3,4.1,.113,0.8,0.7,1.5,1.6,,wiggian01
68,Naz Reid,26,MIN,C,67,2,1752,16.0,.581,.527,.139,5.0,21.0,13.2,12.9,1.8,3.2,12.0,21.7,1.4,2.6,3.9,.108,0.5,0.8,1.3,1.5,,reidna01
69,Donovan Clingan,21,POR,C,64,64,1749,20.7,.604,.357,.324,17.7,28.2,22.9,11.8,1.0,5.1,10.7,16.5,4.4,2.6,7.0,.191,2.4,0.3,2.7,2.1,,clingdo01
70,Reed Sheppard,21,HOU,SG,67,10,1741,15.2,.559,.591,.103,1.4,10.4,5.9,18.0,2.8,2.3,11.4,22.0,2.0,2.4,4.4,.122,0.8,1.3,2.1,1.8,,sheppre01
71,Nic Claxton,26,BRK,C,61,60,1741,18.1,.594,.033,.413,9.8,19.6,14.5,22.4,1.2,3.8,11.8,17.5,3.4,1.4,4.7,.131,0.7,0.7,1.4,1.5,,claxtni01
72,Devin Booker,29,PHO,SG,52,52,1740,20.1,.583,.312,.428,2.5,11.0,6.6,30.0,1.3,0.9,13.1,32.2,3.5,1.4,4.9,.135,2.9,-1.1,1.8,1.7,AS,bookede01
73,Nikola Vučević,35,2TM,C,60,49,1740,18.1,.577,.331,.118,7.5,24.1,15.9,17.8,1.0,2.1,9.0,21.6,2.6,1.8,4.4,.122,1.6,0.0,1.6,1.6,,vucevni01
73,Nikola Vučević,35,CHI,C,48,48,1480,18.3,.585,.330,.112,7.3,23.5,15.5,18.8,1.0,1.8,9.1,21.6,2.3,1.4,3.7,.120,1.9,-0.1,1.8,1.4,,vucevni01
73,Nikola Vučević,35,BOS,C,12,1,260,17.1,.532,.336,.155,8.5,27.4,18.1,12.3,1.0,3.5,8.6,21.4,0.3,0.4,0.7,.137,-0.4,0.9,0.6,0.2,,vucevni01
74,Stephon Castle,21,SAS,PG,58,57,1737,17.0,.569,.296,.471,5.0,13.1,9.1,33.5,2.0,0.9,17.8,25.1,2.1,2.4,4.6,.126,0.6,0.8,1.4,1.5,,castlst01
75,Jeremiah Fears,19,NOP,PG,69,44,1732,12.6,.514,.294,.226,3.0,13.0,7.9,19.1,2.2,1.3,15.0,24.9,-1.2,1.2,-0.1,-0.002,-2.2,-1.4,-3.6,-0.7,,fearsje01
76,Jaylen Wells,22,MEM,SG,65,65,1731,11.7,.562,.519,.248,3.7,9.7,6.7,8.9,1.6,0.5,8.8,19.5,1.1,1.0,2.0,.056,-1.6,-1.3,-2.9,-0.4,,wellsja01
77,Myles Turner,29,MIL,C,63,63,1730,14.3,.587,.593,.268,4.5,17.4,11.1,7.9,1.2,5.6,10.0,18.6,1.3,1.7,3.0,.082,-0.5,-0.1,-0.6,0.6,,turnemy01
78,Evan Mobley,24,CLE,PF,53,51,1716,19.2,.586,.277,.345,7.7,22.0,14.8,16.5,1.2,5.4,11.4,22.4,2.6,2.5,5.1,.142,1.5,1.4,2.9,2.1,,mobleev01
79,Kawhi Leonard,34,LAC,SF,53,53,1713,28.2,.627,.348,.345,3.9,18.4,11.4,21.5,3.0,1.3,8.4,33.8,5.4,2.2,7.6,.214,7.4,0.8,8.2,4.4,AS,leonaka01
80,Jake LaRavia,24,LAL,PF,68,33,1704,12.4,.572,.473,.308,7.1,11.0,9.1,9.8,2.3,1.6,12.2,15.0,1.7,1.6,3.3,.092,-1.3,0.2,-1.1,0.4,,laravja01
81,Chet Holmgren,23,OKC,PF,58,58,1704,21.4,.648,.313,.354,7.4,25.2,16.6,8.8,0.9,6.3,10.5,22.0,3.7,3.9,7.6,.214,2.3,1.6,3.9,2.6,AS,holmgch01
82,Jarace Walker,22,IND,PF,67,32,1700,11.3,.535,.487,.259,2.8,19.7,11.0,13.8,1.6,1.2,14.4,20.5,-1.0,1.4,0.4,.012,-2.1,-0.7,-2.8,-0.3,,walkeja02
83,Derik Queen,21,NOP,C,68,45,1696,15.9,.551,.111,.356,7.0,23.2,15.0,22.1,1.8,3.5,18.2,21.3,0.6,1.9,2.4,.069,-1.3,0.7,-0.7,0.6,,queende01
84,Devin Vassell,25,SAS,SG,55,53,1692,13.1,.575,.569,.180,1.9,11.3,6.7,11.0,1.3,1.1,6.9,18.3,1.9,2.0,3.9,.111,0.2,0.1,0.4,1.0,,vassede01
85,Jaylon Tyson,23,CLE,SG,62,39,1691,14.8,.617,.452,.160,7.2,13.4,10.3,11.3,1.4,1.4,12.1,18.7,2.4,1.6,4.1,.115,0.7,-0.5,0.2,0.9,,tysonja01
86,Michael Porter Jr.,27,BRK,SF,52,52,1689,20.0,.595,.506,.237,4.5,21.5,12.6,18.1,1.6,0.7,10.3,30.4,2.0,1.2,3.2,.090,4.3,-1.3,3.0,2.1,,portemi01
87,Noah Clowney,21,BRK,PF,61,55,1688,11.4,.559,.626,.356,3.4,14.6,8.7,9.6,1.4,2.2,12.2,20.2,0.3,1.0,1.2,.035,-1.9,-1.3,-3.2,-0.5,,clownno01
88,Bruce Brown,29,DEN,SG,68,2,1687,10.4,.547,.273,.242,5.3,12.1,8.8,11.2,2.1,0.9,13.6,14.1,0.8,1.4,2.2,.063,-2.7,0.1,-2.7,-0.3,,brownbr01
89,Harrison Barnes,33,SAS,PF,63,49,1678,11.5,.594,.623,.216,3.7,8.0,5.9,9.9,1.2,0.6,9.4,14.9,2.0,1.7,3.7,.107,-0.3,0.0,-0.3,0.7,,barneha02
90,Kyle Kuzma,30,MIL,PF,62,37,1655,14.1,.581,.340,.275,3.6,15.8,9.8,14.8,1.2,1.4,12.6,21.5,1.0,1.0,2.0,.059,-1.0,-1.3,-2.3,-0.1,,kuzmaky01
91,Josh Hart,30,NYK,SF,55,41,1652,15.6,.592,.409,.204,5.5,22.7,14.0,22.9,1.8,1.0,16.4,16.8,2.4,2.5,4.9,.144,0.9,2.1,2.9,2.1,,hartjo01
92,Marcus Smart,31,LAL,SG,57,50,1632,10.0,.550,.614,.254,2.6,8.7,5.7,12.8,2.4,1.3,14.3,15.5,0.5,1.4,1.9,.055,-2.7,0.4,-2.2,-0.1,,smartma01
93,Rui Hachimura,27,LAL,PF,56,35,1630,11.1,.614,.461,.109,2.5,10.5,6.6,4.3,0.9,0.9,6.6,14.9,1.6,0.8,2.5,.073,-0.9,-1.6,-2.5,-0.2,,hachiru01
94,Andrew Nembhard,26,IND,PG,52,52,1621,15.5,.560,.387,.306,1.5,8.5,4.9,36.2,1.4,0.4,13.9,24.0,1.6,0.7,2.3,.068,1.0,-2.0,-1.1,0.4,,nembhan01
95,Deandre Ayton,27,LAL,C,59,59,1619,18.1,.671,.000,.215,11.4,24.0,17.9,4.7,1.1,3.1,11.7,16.8,3.1,1.8,4.9,.146,-0.1,-0.9,-1.0,0.4,,aytonde01
96,Neemias Queta,26,BOS,C,64,63,1609,19.6,.658,.014,.357,13.1,22.9,18.1,8.5,1.7,5.3,12.5,14.9,4.0,3.0,7.0,.207,0.3,1.8,2.1,1.7,,quetane01
97,Davion Mitchell,27,MIA,PG,57,57,1609,12.2,.579,.406,.136,1.5,8.2,4.8,30.2,1.7,0.5,16.4,13.4,2.2,1.7,3.9,.117,-1.3,0.9,-0.4,0.6,,mitchda01
98,Sam Hauser,28,BOS,PF,65,37,1604,12.0,.578,.850,.027,3.4,13.9,8.7,8.1,1.2,1.3,5.8,14.9,2.2,1.8,4.0,.119,0.5,0.0,0.5,1.0,,hausesa01
99,LaMelo Ball,24,CHO,PG,58,55,1600,18.9,.534,.571,.138,3.6,15.9,9.8,43.0,2.1,0.7,13.3,32.0,2.3,1.8,4.2,.125,4.0,-0.4,3.6,2.3,,ballla01
100,Luguentz Dort,26,OKC,SF,57,57,1594,7.8,.511,.706,.119,3.4,11.1,7.4,5.9,1.5,1.5,8.8,14.2,-0.2,2.5,2.3,.070,-3.1,0.6,-2.5,-0.2,,dortlu01
101,Keldon Johnson,26,SAS,SF,68,0,1581,17.1,.622,.338,.242,7.7,17.6,12.8,8.2,1.2,0.5,8.1,20.2,3.2,2.1,5.2,.159,1.1,-0.2,0.9,1.2,,johnske04
102,Jalen Duren,22,DET,C,57,57,1581,25.7,.672,.000,.502,15.5,26.7,21.2,9.6,1.5,3.1,10.9,23.3,5.4,3.1,8.5,.257,4.2,0.4,4.5,2.6,AS,durenja01
103,Jerami Grant,31,POR,PF,53,34,1578,15.5,.608,.473,.451,3.3,9.4,6.3,11.7,1.1,1.8,12.0,23.8,2.5,1.1,3.6,.109,1.0,-1.1,-0.1,0.8,,grantje01
104,Ace Bailey,19,UTA,SF,59,48,1577,11.3,.533,.430,.094,6.3,9.9,8.1,9.2,1.5,1.9,10.2,20.1,0.0,0.2,0.2,.005,-1.9,-2.5,-4.3,-0.9,,baileac01
105,Sion James,23,CHO,SG,68,19,1570,8.0,.540,.619,.311,2.9,13.9,8.5,10.9,1.2,1.2,14.4,10.7,0.9,1.4,2.3,.071,-3.1,0.7,-2.4,-0.2,,jamessi01
106,LeBron James,41,LAL,SF,47,47,1563,20.2,.587,.282,.329,2.7,16.9,10.0,32.8,1.7,1.7,14.5,27.7,2.3,1.5,3.8,.117,3.0,-0.1,2.9,2.0,AS,jamesle01
107,Victor Wembanyama,22,SAS,C,53,44,1558,28.3,.622,.334,.429,7.2,33.0,20.4,16.4,1.7,9.1,11.6,31.7,3.6,4.0,7.6,.233,5.6,3.9,9.5,4.6,AS,wembavi01
108,Ayo Dosunmu,26,2TM,SG,59,10,1554,16.2,.634,.389,.195,2.7,9.0,5.9,19.2,1.4,0.8,10.3,20.0,3.0,0.9,3.9,.121,1.2,-0.7,0.5,1.0,,dosunay01
108,Ayo Dosunmu,26,CHI,SG,45,10,1187,17.2,.636,.397,.216,3.0,9.1,6.1,20.7,1.4,0.9,10.3,21.0,2.5,0.6,3.1,.124,1.7,-0.9,0.8,0.8,,dosunay01
108,Ayo Dosunmu,26,MIN,SG,14,0,367,13.2,.627,.358,.114,1.5,8.8,5.3,14.3,1.4,0.5,10.4,16.6,0.5,0.3,0.8,.109,-0.3,0.0,-0.4,0.2,,dosunay01
109,Moussa Diabaté,24,CHO,C,60,34,1547,17.4,.646,.006,.490,16.5,21.1,18.9,9.9,1.4,3.6,12.8,11.7,3.9,2.1,6.0,.186,0.4,0.9,1.2,1.3,,diabamo01
110,John Collins,28,LAC,PF,56,46,1544,16.3,.651,.336,.231,6.5,15.2,11.0,5.7,1.5,2.7,11.5,19.0,2.4,1.4,3.8,.118,0.2,-0.4,-0.2,0.7,,collijo01
111,Bobby Portis,30,MIL,PF,64,9,1543,17.3,.595,.400,.089,6.3,23.1,14.8,10.2,1.2,0.8,8.1,22.9,1.7,1.3,2.9,.091,1.7,-1.6,0.1,0.8,,portibo01
112,Zion Williamson,25,NOP,PF,52,45,1542,23.3,.637,.006,.563,7.8,13.4,10.6,18.5,1.6,1.8,10.9,26.7,4.3,0.9,5.2,.162,3.8,-0.7,3.1,2.0,,willizi01
113,Brandon Miller,23,CHO,SF,51,51,1542,16.5,.565,.492,.222,4.1,14.7,9.5,18.5,1.8,2.4,13.8,29.2,0.9,1.8,2.7,.085,1.1,-0.2,0.9,1.1,,millebr02
114,P.J. Washington,27,DAL,PF,50,47,1542,13.0,.529,.347,.277,5.1,18.6,12.0,8.8,1.6,3.1,11.7,20.4,-0.5,1.9,1.4,.044,-1.9,0.3,-1.5,0.2,,washipj01
115,Nique Clifford,23,SAC,SG,65,19,1537,8.6,.492,.398,.161,4.2,12.6,8.2,11.9,1.9,1.2,14.8,16.4,-1.1,0.7,-0.4,-0.013,-4.1,-0.8,-5.0,-1.2,,cliffni01
116,Maxime Raynaud,22,SAC,C,61,43,1532,15.2,.605,.092,.216,8.6,24.1,16.1,7.3,0.9,2.0,11.6,17.5,1.7,0.9,2.6,.081,-1.6,-1.5,-3.0,-0.4,,raynama01
